protocol_id,branch_id,branch_name,measurement_view,required,meaning,kpi_scope,missing_policy,claim_boundary
run335F_design_guarded_branch_probe_protocols_v1__regime_direction_interaction_guard,run335C_b09_regime_direction_interaction_guard,regime_direction_interaction_guard,tier_a_plus_b_combined,true,Tier A+B combined measurement required,measurement_plan_only_no_new_trading_kpi,blocked_or_out_of_scope_by_claim_before_any_score_interpretation,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__regime_direction_interaction_guard,run335C_b09_regime_direction_interaction_guard,regime_direction_interaction_guard,lot_normalized,true,lot-normalized read required before any scale interpretation,measurement_plan_only_no_new_trading_kpi,blocked_or_out_of_scope_by_claim_before_any_score_interpretation,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__regime_direction_interaction_guard,run335C_b09_regime_direction_interaction_guard,regime_direction_interaction_guard,cost_stress,true,spread/slippage stress read required when scoring exists,measurement_plan_only_no_new_trading_kpi,blocked_or_out_of_scope_by_claim_before_any_score_interpretation,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__regime_direction_interaction_guard,run335C_b09_regime_direction_interaction_guard,regime_direction_interaction_guard,curve_pocket,true,curve pocket and underwater stretch read required when scoring exists,measurement_plan_only_no_new_trading_kpi,blocked_or_out_of_scope_by_claim_before_any_score_interpretation,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,tier_a_separate,true,Tier A separate measurement required,measurement_plan_only_no_new_trading_kpi,blocked_or_out_of_scope_by_claim_before_any_score_interpretation,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,tier_b_separate,true,Tier B separate measurement required,measurement_plan_only_no_new_trading_kpi,blocked_or_out_of_scope_by_claim_before_any_score_interpretation,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,tier_a_plus_b_combined,true,Tier A+B combined measurement required,measurement_plan_only_no_new_trading_kpi,blocked_or_out_of_scope_by_claim_before_any_score_interpretation,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,lot_normalized,true,lot-normalized read required before any scale interpretation,measurement_plan_only_no_new_trading_kpi,blocked_or_out_of_scope_by_claim_before_any_score_interpretation,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,cost_stress,true,spread/slippage stress read required when scoring exists,measurement_plan_only_no_new_trading_kpi,blocked_or_out_of_scope_by_claim_before_any_score_interpretation,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,curve_pocket,true,curve pocket and underwater stretch read required when scoring exists,measurement_plan_only_no_new_trading_kpi,blocked_or_out_of_scope_by_claim_before_any_score_interpretation,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,tier_a_separate,true,Tier A separate measurement required,measurement_plan_only_no_new_trading_kpi,blocked_or_out_of_scope_by_claim_before_any_score_interpretation,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,tier_b_separate,true,Tier B separate measurement required,measurement_plan_only_no_new_trading_kpi,blocked_or_out_of_scope_by_claim_before_any_score_interpretation,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,tier_a_plus_b_combined,true,Tier A+B combined measurement required,measurement_plan_only_no_new_trading_kpi,blocked_or_out_of_scope_by_claim_before_any_score_interpretation,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,lot_normalized,true,lot-normalized read required before any scale interpretation,measurement_plan_only_no_new_trading_kpi,blocked_or_out_of_scope_by_claim_before_any_score_interpretation,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,cost_stress,true,spread/slippage stress read required when scoring exists,measurement_plan_only_no_new_trading_kpi,blocked_or_out_of_scope_by_claim_before_any_score_interpretation,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,curve_pocket,true,curve pocket and underwater stretch read required when scoring exists,measurement_plan_only_no_new_trading_kpi,blocked_or_out_of_scope_by_claim_before_any_score_interpretation,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
