record_view,candidate_alias,candidate_role,source_axis,followup_variant,route_role,axis,bucket,trade_count,net_profit,profit_factor,expectancy,win_rate,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,max_losing_streak
mt5_rt_s264_aih_atrmon_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,atrcomp_monday_guard,routed_total,close_hour_utc,18,67,165.93,1.897695,2.476567,0.597015,50.6,9.82906,21,4
mt5_rt_s264_aih_atrmon_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,atrcomp_monday_guard,routed_total,direction,buy,108,106.95,1.25307,0.990278,0.537037,95.28,14.320067,57,5
mt5_rt_s264_aih_atrmon_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,atrcomp_monday_guard,routed_total,direction,sell,150,314.16,1.326903,2.0944,0.526667,125.75,17.13472,74,4
mt5_rt_s264_aih_atrmon_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,atrcomp_monday_guard,routed_total,month,2024-08,30,-55.9,0.702881,-1.863333,0.5,71.82,14.052869,29,3
mt5_rt_s264_aih_atrmon_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,atrcomp_monday_guard,routed_total,month,2024-07,23,-29.73,0.777736,-1.292609,0.478261,106.63,20.94645,20,4
mt5_rt_s264_aih_atrmon_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,atrcomp_monday_guard,routed_total,month,2024-06,12,-29.14,0.764468,-2.428333,0.416667,67.3,12.85406,6,3
mt5_rt_s264_aih_atrmon_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,atrcomp_monday_guard,routed_total,month,2024-03,17,-18.37,0.825811,-1.080588,0.470588,58.06,11.368932,12,2
mt5_rt_s264_aih_atrmon_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,atrcomp_monday_guard,routed_total,month,2024-12,19,-9.92,0.942413,-0.522105,0.473684,104.29,20.858,19,4
mt5_rt_s264_aih_atrmon_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,atrcomp_monday_guard,routed_total,month,2024-09,27,20.64,1.218297,0.764444,0.555556,42.34,8.314188,12,3
mt5_rt_s264_aih_atrmon_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,atrcomp_monday_guard,routed_total,month,2024-04,21,44.64,1.392026,2.125714,0.47619,52.07,9.166608,17,4
mt5_rt_s264_aih_atrmon_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,atrcomp_monday_guard,routed_total,month,2024-05,18,68.27,1.708783,3.792778,0.666667,36.89,6.132797,5,2
mt5_rt_s264_aih_atrmon_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,atrcomp_monday_guard,routed_total,month,2024-10,27,75.11,1.780364,2.781852,0.518519,32.37,5.427929,13,3
mt5_rt_s264_aih_atrmon_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,atrcomp_monday_guard,routed_total,month,2024-01,21,82.75,2.558968,3.940476,0.619048,18.85,3.306437,7,3
mt5_rt_s264_aih_atrmon_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,atrcomp_monday_guard,routed_total,month,2024-11,20,130.83,2.347651,6.5415,0.6,39.62,6.019173,9,3
mt5_rt_s264_aih_atrmon_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,atrcomp_monday_guard,routed_total,month,2024-02,23,141.93,2.30044,6.17087,0.565217,64.8,9.310077,6,5
mt5_rt_s264_aih_atrmon_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,atrcomp_monday_guard,routed_total,weekday,Monday,2,-46.97,0.0,-23.485,0.0,46.97,9.394,2,2
mt5_rt_s264_aih_atrmon_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,atrcomp_monday_guard,routed_total,weekday,Friday,73,47.76,1.122145,0.654247,0.506849,110.89,19.976221,45,4
mt5_rt_s264_aih_atrmon_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,atrcomp_monday_guard,routed_total,weekday,Tuesday,62,73.2,1.205954,1.180645,0.548387,85.01,13.090927,24,5
mt5_rt_s264_aih_atrmon_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,atrcomp_monday_guard,routed_total,weekday,Wednesday,59,121.64,1.338312,2.061695,0.491525,155.79,24.051317,41,7
mt5_rt_s264_aih_atrmon_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,atrcomp_monday_guard,routed_total,weekday,Thursday,62,225.48,1.977458,3.636774,0.596774,57.27,9.88334,9,4
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,chron_segment,chron_mid,86,-68.03,0.875706,-0.791047,0.5,158.02,27.320194,78,4
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,chron_segment,chron_late,84,211.42,1.484342,2.516905,0.535714,129.39,17.279186,30,4
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,chron_segment,chron_early,86,262.8,1.683147,3.055814,0.546512,101.46,13.028237,48,5
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,close_hour_utc,12,2,-37.52,0.0,-18.76,0.0,37.52,7.504,2,2
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,close_hour_utc,01,1,-26.52,0.0,-26.52,0.0,26.52,5.304,1,1
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,close_hour_utc,09,1,-23.0,0.0,-23.0,0.0,23.0,4.6,1,1
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,close_hour_utc,02,1,-20.53,0.0,-20.53,0.0,20.53,4.106,1,1
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,close_hour_utc,10,1,-16.24,0.0,-16.24,0.0,16.24,3.248,1,1
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,close_hour_utc,19,3,0.33,1.033673,0.11,0.666667,9.8,1.96,2,1
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,close_hour_utc,20,1,10.69,inf,10.69,1.0,0.0,0.0,0,0
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,close_hour_utc,21,4,24.01,inf,6.0025,1.0,0.0,0.0,0,0
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,close_hour_utc,15,1,27.65,inf,27.65,1.0,0.0,0.0,0,0
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,close_hour_utc,22,4,63.7,2.60818,15.925,0.5,20.46,3.858266,1,1
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,close_hour_utc,17,100,104.45,1.255105,1.0445,0.53,91.95,14.030885,42,4
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,close_hour_utc,16,72,148.02,1.245831,2.055833,0.472222,149.25,20.932092,35,6
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,close_hour_utc,18,65,151.15,1.822585,2.325385,0.584615,51.46,9.996115,22,5
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,direction,buy,108,110.37,1.265881,1.021944,0.537037,91.85,13.796056,57,5
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,direction,sell,148,295.82,1.310272,1.998784,0.52027,124.19,17.186311,73,4
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,month,2024-08,30,-55.32,0.701634,-1.844,0.5,71.1,13.911989,29,3
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,month,2024-07,23,-30.3,0.772471,-1.317391,0.478261,106.28,20.876466,20,4
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,month,2024-06,12,-28.68,0.764319,-2.39,0.416667,66.53,12.714521,6,3
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,month,2024-03,17,-18.37,0.825811,-1.080588,0.470588,58.06,11.368932,12,2
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,month,2024-12,19,-11.32,0.933077,-0.595789,0.473684,103.31,20.662,19,4
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,month,2024-09,26,17.85,1.190481,0.686538,0.538462,41.97,8.246714,12,3
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,month,2024-04,20,34.09,1.299376,1.7045,0.45,52.07,9.166608,16,4
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,month,2024-05,18,68.65,1.729001,3.813889,0.666667,35.74,5.948735,5,2
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,month,2024-10,27,74.6,1.786091,2.762963,0.518519,31.84,5.346408,19,3
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,month,2024-01,21,82.75,2.558968,3.940476,0.619048,18.85,3.306437,7,3
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,month,2024-11,20,130.31,2.374868,6.5155,0.6,37.99,5.787718,9,3
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,month,2024-02,23,141.93,2.30044,6.17087,0.565217,64.8,9.310077,6,5
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,weekday,Monday,2,-46.39,0.0,-23.195,0.0,46.39,9.278,2,2
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,weekday,Friday,71,35.86,1.092825,0.50507,0.492958,109.21,20.069834,44,4
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,weekday,Tuesday,62,73.38,1.208478,1.183548,0.548387,83.18,12.961255,24,5
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,weekday,Wednesday,59,117.87,1.330214,1.997797,0.491525,155.56,24.021001,41,7
mt5_rt_s264_lc_atrmon_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,atrcomp,atrcomp_monday_guard,routed_total,weekday,Thursday,62,225.47,1.993741,3.636613,0.596774,57.27,9.88334,9,4
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,chron_segment,chron_mid,92,-65.57,0.899076,-0.712717,0.478261,186.5,30.055437,81,5
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,chron_segment,chron_late,90,219.73,1.473627,2.441444,0.555556,131.77,17.648635,31,4
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,chron_segment,chron_early,92,271.41,1.670479,2.950109,0.543478,88.15,11.365248,27,5
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,12,2,-40.15,0.0,-20.075,0.0,40.15,8.03,2,2
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,01,1,-26.52,0.0,-26.52,0.0,26.52,5.304,1,1
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,09,1,-23.92,0.0,-23.92,0.0,23.92,4.784,1,1
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,02,1,-21.26,0.0,-21.26,0.0,21.26,4.252,1,1
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,10,1,-16.24,0.0,-16.24,0.0,16.24,3.248,1,1
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,19,3,-0.23,0.977799,-0.076667,0.666667,10.36,2.072,3,1
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,20,1,10.69,inf,10.69,1.0,0.0,0.0,0,0
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,21,4,24.9,inf,6.225,1.0,0.0,0.0,0,0
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,15,1,27.65,inf,27.65,1.0,0.0,0.0,0,0
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,22,4,64.87,2.571463,16.2175,0.5,22.13,4.173188,1,1
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,17,102,108.67,1.256044,1.065392,0.529412,100.77,15.045913,58,4
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,16,86,140.68,1.193295,1.635814,0.465116,172.8,23.200236,52,4
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,18,67,176.43,1.946107,2.633284,0.597015,50.77,9.858252,21,4
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,direction,buy,108,102.09,1.237728,0.945278,0.537037,94.79,14.35277,59,5
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,direction,sell,166,323.48,1.297046,1.948675,0.518072,150.95,19.628623,82,4
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-08,31,-49.21,0.74558,-1.587419,0.516129,74.66,14.608566,30,3
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-06,14,-47.86,0.673845,-3.418571,0.357143,74.7,14.614677,7,4
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-07,26,-45.62,0.740987,-1.754615,0.461538,130.11,25.524277,23,5
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-03,17,-19.39,0.818531,-1.140588,0.470588,58.94,11.541926,12,2
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-12,20,0.5,1.002916,0.025,0.5,104.37,20.874,19,4
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-09,29,8.18,1.069659,0.282069,0.551724,58.76,11.669613,26,3
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-04,23,32.43,1.252944,1.41,0.434783,54.92,9.66017,19,5
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-10,28,56.47,1.4808,2.016786,0.5,53.18,8.881837,20,4
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-01,23,80.21,2.410162,3.487391,0.608696,18.12,3.210318,8,3
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-05,19,124.87,2.282296,6.572105,0.684211,33.79,5.817737,4,2
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-11,20,129.46,2.338365,6.473,0.6,39.62,6.031727,9,3
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-02,24,155.53,2.417517,6.480417,0.583333,50.83,7.309462,7,3
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,weekday,Monday,2,-48.14,0.0,-24.07,0.0,48.14,9.628,2,2
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,weekday,Friday,77,6.18,1.013651,0.08026,0.493506,150.23,26.244257,48,5
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,weekday,Tuesday,66,115.82,1.300737,1.754848,0.545455,84.52,12.309754,21,5
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,weekday,Wednesday,62,124.34,1.334679,2.005484,0.5,150.78,23.347424,42,7
mt5_ta_s258_stc_atrmon_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,atrcomp_monday_guard,tier_only_total,weekday,Thursday,67,227.37,1.871383,3.393582,0.58209,58.15,10.037804,9,4
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,chron_segment,chron_mid,86,-83.22,0.850678,-0.967674,0.488372,173.98,30.07953,78,4
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,chron_segment,chron_late,86,182.75,1.41623,2.125,0.534884,123.54,17.164532,31,4
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,chron_segment,chron_early,86,262.8,1.683147,3.055814,0.546512,101.46,13.028237,48,5
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,12,2,-37.52,0.0,-18.76,0.0,37.52,7.504,2,2
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,01,1,-26.52,0.0,-26.52,0.0,26.52,5.304,1,1
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,09,1,-22.07,0.0,-22.07,0.0,22.07,4.414,1,1
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,02,1,-20.53,0.0,-20.53,0.0,20.53,4.106,1,1
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,10,1,-16.24,0.0,-16.24,0.0,16.24,3.248,1,1
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,19,3,-0.13,0.986735,-0.043333,0.666667,9.8,1.96,3,1
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,20,1,10.69,inf,10.69,1.0,0.0,0.0,0,0
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,21,4,24.01,inf,6.0025,1.0,0.0,0.0,0,0
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,15,1,27.65,inf,27.65,1.0,0.0,0.0,0,0
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,22,4,60.87,2.536733,15.2175,0.5,20.46,3.858266,1,1
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,17,100,103.0,1.255932,1.03,0.53,90.43,13.798944,44,4
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,16,74,112.81,1.180268,1.524459,0.459459,164.53,23.075089,46,7
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,close_hour_utc,18,65,146.31,1.810402,2.250923,0.584615,51.46,9.996115,22,5
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,direction,buy,108,107.19,1.262656,0.9925,0.537037,89.54,13.528745,58,5
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,direction,sell,150,255.14,1.262228,1.700933,0.513333,139.97,19.370061,75,4
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-08,30,-53.29,0.704322,-1.776333,0.5,68.81,13.479998,29,3
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-07,24,-47.64,0.679516,-1.985,0.458333,122.24,24.011471,21,4
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-06,12,-28.68,0.764319,-2.39,0.416667,66.53,12.714521,6,3
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-03,17,-18.37,0.825811,-1.080588,0.470588,58.06,11.368932,12,2
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-12,19,-10.84,0.932871,-0.570526,0.473684,97.39,19.478,19,4
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-09,26,17.77,1.19442,0.683462,0.538462,41.04,8.060335,12,3
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-04,20,34.09,1.299376,1.7045,0.45,52.07,9.166608,16,4
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-10,28,53.45,1.482531,1.908929,0.5,50.13,8.448924,20,4
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-05,18,68.65,1.729001,3.813889,0.666667,35.74,5.948735,5,2
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-01,21,82.75,2.558968,3.940476,0.619048,18.85,3.306437,7,3
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-11,20,122.51,2.344343,6.1255,0.6,37.45,5.773441,9,3
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,month,2024-02,23,141.93,2.30044,6.17087,0.565217,64.8,9.310077,6,5
mt5_ta_s262_lih_atrmon_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,atrcomp_monday_guard,tier_only_total,weekday,Monday,2,-46.39,0.0,-23.195,0.0,46.39,9.278,2,2
