ledger_row_id,stage_id,run_id,work_family,evidence_scope,kpi_scope,status,judgment,claim_boundary,path,notes,decision,run_key,family,question,metric_scope,primary_artifact,report_path,next_action,run_number,date,parent_run_id,next_run_id,rows,gate_passes,gate_total,trained_models,onnx_parity,best_proxy,candidate_rows,positive_proxy_rows,best_model_id,best_proxy_net,attempt_rows,feature_matrix_rows,runtime_completed_rows,matched_rows,mismatch_rows,positive_net_rows,best_net_profit,best_profit_factor,operating_ready_rows,run_date,view,tier,net_profit,profit_factor,expectancy,drawdown,recovery_factor,trade_count,candidate_model_id,result_status,expected_probability_rows,long_trade_count,short_trade_count,feature_count,task_seed_rows,eligible_task_rows,trained_model_rows,best_inner_holdout_proxy_net,best_inner_holdout_profit_factor,candidate_model_ids,probe_priority_model,raw_top_model,lane,primary_report,balance_control_model,cost_control_model,primary_proxy_net,primary_profit_factor,primary_recovery_factor
run337EE_train_validation_density_trade_count_repair_candidates_without_db_v1__training,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337EE_train_validation_density_trade_count_repair_candidates_without_db_v1,model_validation_performance_attribution_result_judgment,eligible repair candidates trained,proxy_training_review_required,completed_stage337EE_validation_density_trade_count_repair_candidates_trained_onnx_materialized_review_required_no_selection_no_mt5,eligible_extratrees_candidates_trained_with_onnx_parity_review_required,research_development_only_stage337EE_validation_density_trade_count_repair_training_without_db_train_only_reviewed_weights_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_mt5_probe_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EE_training.md,next_action=run337EF_review_validation_density_trade_count_repair_training_without_db_v1;goal_achieve_not_claimed,stage337EE_open_run337EF_review_validation_density_trade_count_repair_training,run337EE_train_validation_density_trade_count_repair_candidates_without_db_v1__training,model_validation_performance_attribution_result_judgment,do validation density trade-count repair candidates improve before EF review,validation_pf_trade_count_density_controls_onnx,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EE_training.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EE_training.md,run337EF_review_validation_density_trade_count_repair_training_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337EF_review_validation_density_trade_count_repair_training_without_db_v1__training_review,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337EF_review_validation_density_trade_count_repair_training_without_db_v1,model_validation_performance_attribution_result_judgment,EE training reviewed,proxy_survivor_training_review,completed_stage337EF_training_review_proxy_survivors_found_no_selection_no_mt5,proxy_survivors_found_but_attribution_and_runtime_precheck_required_no_selection,research_development_only_stage337EF_validation_density_trade_count_repair_training_review_without_db_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_mt5_probe_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EF_training_review.md,next_action=run337EG_review_proxy_survivor_attribution_package_precheck_without_db_v1;goal_achieve_not_claimed,stage337EF_open_run337EG_review_proxy_survivor_attribution_package_precheck,run337EF_review_validation_density_trade_count_repair_training_without_db_v1__training_review,model_validation_performance_attribution_result_judgment,do EE repair candidates produce proxy survivors without selection,validation_pf_trade_count_density_controls_onnx,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EF_training_review.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EF_training_review.md,run337EG_review_proxy_survivor_attribution_package_precheck_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337EG_review_proxy_survivor_attribution_package_precheck_without_db_v1__proxy_survivor_precheck,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337EG_review_proxy_survivor_attribution_package_precheck_without_db_v1,performance_attribution_model_validation_runtime_parity_artifact_lineage,EF survivors and EE model artifacts replayed,row_level_proxy_replay_package_precheck,completed_stage337EG_proxy_survivor_attribution_package_precheck_row_level_tape_ready_no_selection_no_mt5,proxy_survivors_package_precheck_clear_but_density_direction_curve_watches_require_controlled_runtime_materialization_no_selection,research_development_only_stage337EG_proxy_survivor_attribution_package_precheck_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_mt5_probe_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EG_proxy_survivor_attribution_package_precheck.md,next_action=run337EH_materialize_proxy_survivor_row_level_runtime_probe_inputs_without_db_v1;goal_achieve_not_claimed,stage337EG_open_run337EH_materialize_proxy_survivor_row_level_runtime_probe_inputs,run337EG_review_proxy_survivor_attribution_package_precheck_without_db_v1__proxy_survivor_precheck,performance_attribution_model_validation_runtime_parity_artifact_lineage,can proxy survivors pass attribution and package precheck before runtime materialization,row_level_replay_curve_direction_density_package_control,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EG_proxy_survivor_attribution_package_precheck.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EG_proxy_survivor_attribution_package_precheck.md,run337EH_materialize_proxy_survivor_row_level_runtime_probe_inputs_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337EH_materialize_proxy_survivor_row_level_runtime_probe_inputs_without_db_v1__runtime_input_materialization,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337EH_materialize_proxy_survivor_row_level_runtime_probe_inputs_without_db_v1,runtime_parity_artifact_lineage_model_validation,EG proxy survivor runtime inputs materialized,runtime_probe_input_package,completed_stage337EH_proxy_survivor_runtime_probe_inputs_materialized_no_mt5_no_selection,runtime_probe_inputs_materialized_but_adapter_and_external_mt5_review_required_no_authority,research_development_only_stage337EH_proxy_survivor_runtime_probe_input_materialization_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_mt5_execution_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EH_proxy_survivor_runtime_probe_input_materialization.md,next_action=run337EI_review_proxy_survivor_runtime_probe_inputs_without_db_v1;goal_achieve_not_claimed,stage337EH_open_run337EI_review_proxy_survivor_runtime_probe_inputs,run337EH_materialize_proxy_survivor_row_level_runtime_probe_inputs_without_db_v1__runtime_input_materialization,runtime_parity_artifact_lineage_model_validation,can proxy survivor artifacts be materialized into runtime probe inputs,manifest_feature_handoff_expected_contract_blockers,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EH_proxy_survivor_runtime_probe_input_materialization.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EH_proxy_survivor_runtime_probe_input_materialization.md,run337EI_review_proxy_survivor_runtime_probe_inputs_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337EI_review_proxy_survivor_runtime_probe_inputs_without_db_v1__runtime_input_review,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337EI_review_proxy_survivor_runtime_probe_inputs_without_db_v1,runtime_parity_result_judgment_artifact_lineage,EH runtime package and MT5 adapter code reviewed,adapter_contract_runtime_input_review,completed_stage337EI_runtime_input_review_adapter_argmax_mismatch_blocks_external_mt5_no_selection,runtime_inputs_complete_but_existing_decision_surface_threshold_contract_mismatches_proxy_argmax,research_development_only_stage337EI_proxy_survivor_runtime_input_review_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_mt5_execution_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EI_proxy_survivor_runtime_input_review.md,next_action=run337EJ_materialize_argmax_adapter_parity_probe_contract_without_db_v1;goal_achieve_not_claimed,stage337EI_open_run337EJ_materialize_argmax_adapter_parity_probe_contract,run337EI_review_proxy_survivor_runtime_probe_inputs_without_db_v1__runtime_input_review,runtime_parity_result_judgment_artifact_lineage,can EH runtime inputs proceed to external MT5,manifest_feature_adapter_blockers_attempt_decision,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EI_proxy_survivor_runtime_input_review.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EI_proxy_survivor_runtime_input_review.md,run337EJ_materialize_argmax_adapter_parity_probe_contract_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337EJ_materialize_argmax_adapter_parity_probe_contract_without_db_v1__argmax_adapter_contract,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337EJ_materialize_argmax_adapter_parity_probe_contract_without_db_v1,runtime_parity_artifact_lineage_result_judgment,EI blocker converted into argmax adapter parity contract,runtime_parity_contract,completed_stage337EJ_argmax_adapter_parity_contract_materialized_no_mt5_no_selection,argmax_probe_contract_materialized_but_mqh_adapter_not_implemented_no_runtime_authority,research_development_only_stage337EJ_argmax_adapter_parity_contract_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_mt5_execution_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EJ_argmax_adapter_parity_contract_materialization.md,next_action=run337EK_implement_argmax_probe_decision_surface_without_db_v1;goal_achieve_not_claimed,stage337EJ_open_run337EK_implement_argmax_probe_decision_surface,run337EJ_materialize_argmax_adapter_parity_probe_contract_without_db_v1__argmax_adapter_contract,runtime_parity_artifact_lineage_result_judgment,what exact adapter contract is required before external MT5 argmax probe,argmax_contract_adapter_probe_manifest_feature_handoff_probability_audit,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EJ_argmax_adapter_parity_contract_materialization.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EJ_argmax_adapter_parity_contract_materialization.md,run337EK_implement_argmax_probe_decision_surface_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337EK_implement_argmax_probe_decision_surface_without_db_v1__argmax_probe_implementation,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337EK_implement_argmax_probe_decision_surface_without_db_v1,runtime_parity_result_judgment_artifact_lineage,"MQL implementation, static review, MetaEditor compile log",mql_static_compile,completed_stage337EK_argmax_probe_decision_surface_implemented_compiled_no_mt5_probe_no_selection,argmax_probe_mode_implemented_and_metaeditor_compiled_but_runtime_parity_not_executed,research_development_only_stage337EK_argmax_probe_decision_surface_implementation_without_db_metaeditor_compile_only_no_strategy_tester_no_runtime_probe_execution_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EK_argmax_probe_decision_surface_implementation.md,next_action=run337EL_materialize_common_files_and_run_argmax_parity_probe_without_db_v1;goal_achieve_not_claimed,stage337EK_open_run337EL_materialize_common_files_and_run_argmax_parity_probe,run337EK_implement_argmax_probe_decision_surface_without_db_v1__argmax_probe_implementation,runtime_parity_result_judgment_artifact_lineage,does the runtime EA now support explicit argmax probe mode,mql_static_review_metaeditor_compile_settings_contract,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EK_argmax_probe_decision_surface_implementation.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EK_argmax_probe_decision_surface_implementation.md,run337EL_materialize_common_files_and_run_argmax_parity_probe_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337EL_materialize_common_files_and_run_argmax_parity_probe_without_db_v1__argmax_runtime_parity_probe,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337EL_materialize_common_files_and_run_argmax_parity_probe_without_db_v1,runtime_parity_backtest_forensics_result_judgment,"Common Files handoff, MT5 tester attempt, telemetry comparison",runtime_probability_decision_parity,completed_stage337EL_argmax_runtime_parity_probe_executed_review_required_no_selection,argmax_runtime_probe_executed_but_forward_and_runtime_authority_not_claimed,research_development_only_stage337EL_argmax_runtime_parity_probe_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EL_argmax_runtime_parity_probe.md,next_action=run337EM_review_or_expand_argmax_runtime_parity_probe_without_db_v1;goal_achieve_not_claimed,stage337EL_open_run337EM_review_or_expand_argmax_runtime_parity_probe,run337EL_materialize_common_files_and_run_argmax_parity_probe_without_db_v1__argmax_runtime_parity_probe,runtime_parity_backtest_forensics_result_judgment,does the argmax probe mode reproduce Python proxy meaning in MT5,telemetry_probability_decision_diff,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EL_argmax_runtime_parity_probe.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EL_argmax_runtime_parity_probe.md,run337EM_review_or_expand_argmax_runtime_parity_probe_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337EM_review_or_expand_argmax_runtime_parity_probe_without_db_v1__argmax_runtime_parity_expansion,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337EM_review_or_expand_argmax_runtime_parity_probe_without_db_v1,runtime_parity_backtest_forensics_result_judgment,"EL review, expected surface scan, Common Files handoff, MT5 tester attempt, telemetry comparison",runtime_probability_decision_parity,completed_stage337EM_argmax_runtime_parity_expanded_direction_pocket_probe_no_selection,runtime_probe_direction_pocket_parity_executed_but_forward_and_runtime_authority_not_claimed,research_development_only_stage337EM_argmax_runtime_parity_expansion_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EM_argmax_runtime_parity_expansion.md,next_action=run337EN_surface_degeneracy_memory_or_full_survivor_runtime_probe_without_db_v1;goal_achieve_not_claimed,stage337EM_open_run337EN_surface_degeneracy_memory_or_full_survivor_runtime_probe,run337EM_review_or_expand_argmax_runtime_parity_probe_without_db_v1__argmax_runtime_parity_expansion,runtime_parity_backtest_forensics_result_judgment,does argmax probe mode reproduce Python meaning when non-flat rows exist,telemetry_probability_decision_diff,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EM_argmax_runtime_parity_expansion.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EM_argmax_runtime_parity_expansion.md,run337EN_surface_degeneracy_memory_or_full_survivor_runtime_probe_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337EN_surface_degeneracy_memory_or_full_survivor_runtime_probe_without_db_v1__surface_degeneracy_memory,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337EN_surface_degeneracy_memory_or_full_survivor_runtime_probe_without_db_v1,data_integrity_runtime_parity_result_judgment,"MT5 API raw data probe, survivor feature staleness, surface memory",data_freshness_and_decision_surface,completed_stage337EN_latest_raw_available_survivor_feature_handoff_stale_all_flat_memory_no_selection,forward_raw_data_available_but_survivor_feature_handoff_stale_and_latest_surface_degenerate_no_forward_decision,research_development_only_stage337EN_surface_degeneracy_memory_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EN_surface_degeneracy_memory.md,next_action=run337EO_refresh_survivor_feature_handoff_and_surface_reprobe_without_db_v1;goal_achieve_not_claimed,stage337EN_open_run337EO_refresh_survivor_feature_handoff_and_surface_reprobe,run337EN_surface_degeneracy_memory_or_full_survivor_runtime_probe_without_db_v1__surface_degeneracy_memory,data_integrity_runtime_parity_result_judgment,is latest forward data missing or is the survivor feature handoff stale and all-flat,raw_data_freshness_feature_staleness_surface_degeneracy,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EN_surface_degeneracy_memory.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EN_surface_degeneracy_memory.md,run337EO_refresh_survivor_feature_handoff_and_surface_reprobe_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337EO_refresh_survivor_feature_handoff_and_surface_reprobe_without_db_v1__feature_handoff_refresh_surface_reprobe,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337EO_refresh_survivor_feature_handoff_and_surface_reprobe_without_db_v1,data_integrity_model_validation_runtime_parity_result_judgment,"raw refresh, exact feature frames, frozen ONNX surface reprobe",surface_probability_decision_only_no_mt5_kpi,completed_stage337EO_survivor_feature_handoff_refreshed_surface_reprobed_no_forward_decision,survivor_feature_handoff_refreshed_and_frozen_onnx_surface_reprobed_but_forward_decision_not_claimed,research_development_only_stage337EO_survivor_feature_handoff_refresh_surface_reprobe_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EO_refresh_survivor_feature_handoff_and_surface_reprobe.md,next_action=run337EP_refreshed_forward_surface_runtime_probe_or_failure_memory_without_db_v1;goal_achieve_not_claimed,stage337EO_open_run337EP_refreshed_forward_surface_runtime_probe_or_failure_memory,run337EO_refresh_survivor_feature_handoff_and_surface_reprobe_without_db_v1__feature_handoff_refresh_surface_reprobe,data_integrity_model_validation_runtime_parity_result_judgment,can survivor feature handoff be refreshed and frozen ONNX surface reprobed on forward data,feature_rows_nonflat_rows_onnx_parity,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337EO/survivor_forward_surface_reprobe.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EO_refresh_survivor_feature_handoff_and_surface_reprobe.md,run337EP_refreshed_forward_surface_runtime_probe_or_failure_memory_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337EP_refreshed_forward_surface_runtime_probe_or_failure_memory_without_db_v1__runtime_parity,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337EP_refreshed_forward_surface_runtime_probe_or_failure_memory_without_db_v1,runtime_parity_data_integrity,top3_2026_05_contract_exact_feature_handoff_frozen_surface_mt5_argmax_probe,parity_and_surface_density_only_no_profit_kpi,completed_stage337EP_top3_weight_contract_repaired_runtime_probe_executed_no_forward_decision,top3_2026_05_weight_contract_resolved_feature_gap_and_mt5_argmax_runtime_parity_passed_but_forward_kpi_not_claimed,research_development_only_stage337EP_top3_weight_contract_refresh_surface_runtime_probe_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EP_top3_weight_contract_refresh_runtime_probe.md,matched_rows=1932;probability_mismatch_rows=0;decision_mismatch_rows=0;surface_nonflat_rows=814;forward_goal_not_claimed.,stage337EP_open_run337EQ_forward_kpi_attribution_cost_stress_curve_pocket,run337EP,runtime_parity,does the repaired 2026-05 top3 contract allow exact feature handoff and MT5 argmax parity without retuning,feature_handoff_surface_density_runtime_probability_decision_parity,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337EP/mt5_runtime_probe_final.json,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EP_top3_weight_contract_refresh_runtime_probe.md,run337EQ_forward_kpi_attribution_cost_stress_curve_pocket_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337EQ_forward_kpi_attribution_cost_stress_curve_pocket_without_db_v1__forward_kpi,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337EQ_forward_kpi_attribution_cost_stress_curve_pocket_without_db_v1,backtest_forensics_performance_attribution_result_judgment,trading_enabled_mt5_reports_trade_list_regime_cost_curve_latest_visibility,net_pf_dd_recovery_expectancy_trade_count_cost_stress_curve_pocket,blocked_stage337EQ_forward_kpi_missing_or_tester_visibility_gap,blocked_forward_data_or_tester_visibility_gap,research_development_only_stage337EQ_forward_kpi_attribution_cost_stress_curve_pocket_without_db_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_forward_passed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EQ_forward_kpi_blocked.md,mt5_reports=7;trade_rows=351;rank1_net=-90.71;rank1_pf=0.66;latest_visibility_gap=360.03m;Forward_Blocked.,stage337EQ_forward_blocked_latest_visibility_gap_open_run337ER,run337EQ,backtest_forensics_performance_attribution_result_judgment,can the refreshed frozen survivor surface survive forward KPI cost stress and curve pocket checks on latest broker data,mt5_kpi_direction_regime_lot_cost_curve_latest_visibility,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337EQ/final_forward_decision_report.json,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EQ_forward_kpi_blocked.md,run337ER_forward_decision_review_or_failure_memory_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337ER_forward_decision_review_or_failure_memory_without_db_v1__shifted_custom_failure_memory,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337ER_forward_decision_review_or_failure_memory_without_db_v1,backtest_forensics_performance_attribution_result_judgment,synthetic_shifted_custom_reports_trade_list_regime_cost_curve_latest_visibility,net_pf_dd_recovery_expectancy_trade_count_cost_stress_curve_pocket_direction,completed_stage337ER_shifted_custom_failure_memory_no_forward_decision,synthetic_shifted_custom_reaches_latest_feature_window_and_strengthens_failure_memory_but_broker_forward_remains_blocked,research_development_only_stage337ER_shifted_custom_failure_memory_without_db_synthetic_timestamp_shift_diagnostic_only_no_new_training_no_threshold_tuning_no_lot_optimization_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337ER_shifted_custom_failure_memory.md,mt5_reports=7;trade_rows=267;rank1_net=-33.75;rank1_pf=0.82;short_negative_attempts=7/7;Forward_Blocked_broker_reference.,stage337ER_forward_blocked_synthetic_failure_memory_open_run337ES,run337ER,backtest_forensics_performance_attribution_result_judgment,if latest data is made visible through a shifted custom diagnostic what failure memory appears without retuning,mt5_kpi_direction_regime_lot_cost_curve_latest_visibility_failure_memory,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337ER/final_forward_decision_report.json,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337ER_shifted_custom_failure_memory.md,run337ES_no_overfit_repair_or_broker_rollover_reprobe_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337ES_no_overfit_repair_or_broker_rollover_reprobe_without_db_v1__no_overfit_repair_broker_contract,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337ES_no_overfit_repair_or_broker_rollover_reprobe_without_db_v1,experiment_design,run337ER failure memory and run337EQ broker visibility reference,contract_no_forward_decision,completed_stage337ES_no_overfit_repair_design_and_broker_reprobe_contract_no_training_no_selection,failure_memory_converted_to_guarded_repair_queue_broker_forward_requires_real_tester_visibility_reprobe,research_development_only_stage337ES_no_overfit_repair_or_broker_rollover_reprobe_without_db_no_model_training_no_threshold_tuning_no_db_rule_rewrite_no_lot_optimization_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337ES_no_overfit_repair_or_broker_rollover_reprobe.md,gates=8/8;goal_achieve_not_claimed,stage337ES_open_run337ET_materialize_no_overfit_inputs_or_execute_broker_reprobe_no_forward_decision,run337ES_no_overfit_repair_or_broker_rollover_reprobe_without_db_v1__no_overfit_repair_broker_contract,no_overfit_repair_or_broker_rollover_reprobe_without_db,can failure memory become guarded repair inputs while broker forward authority remains separate,cost_direction_density_curve_proxy_broker_boundary,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337ES_no_overfit_repair_or_broker_rollover_reprobe.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337ES_no_overfit_repair_or_broker_rollover_reprobe.md,run337ET_materialize_no_overfit_repair_inputs_or_broker_forward_reprobe_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run337EV_design_broker_confirmed_side_cost_curve_offensive_repair_without_db_v1__design_packet,337_onnx_research_packet__cost_buffer_direction_curve_rebuild,run337EV_design_broker_confirmed_side_cost_curve_offensive_repair_without_db_v1,experiment_design,EU broker evidence and failure memory,design_contract,completed_stage337EV_broker_confirmed_side_cost_curve_offensive_repair_design_no_training_no_selection,rank2_long_side_positive_clue_converted_to_train_only_side_cost_curve_design_with_forward_overfit_blocked,research_development_only_stage337EV_broker_confirmed_side_cost_curve_offensive_repair_design_without_db_no_model_training_no_threshold_tuning_no_db_rule_rewrite_no_lot_optimization_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EV_broker_confirmed_side_cost_curve_offensive_repair_design.md,gates=5/5;design_rows=6;goal_achieve_not_claimed,stage337EV_open_run337EW_materialize_side_cost_curve_repair_inputs_without_db_no_selection,run337EV_design_broker_confirmed_side_cost_curve_offensive_repair_without_db_v1__design_packet,broker_confirmed_side_cost_curve_offensive_repair_design,can broker-confirmed side asymmetry become train-only offensive repair design without forward overfit,design_objective_feature_control_release_gate,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EV_broker_confirmed_side_cost_curve_offensive_repair_design.md,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/03_reviews/run337EV_broker_confirmed_side_cost_curve_offensive_repair_design.md,run337EW_materialize_broker_confirmed_side_cost_curve_repair_inputs_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
