artifact_slug,candidate_id,view_id,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,max_drawdown,total_trade_count,max_underwater_trade_count,max_underwater_start,max_underwater_end,axis,bucket,claim_boundary
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,6,27.51,41.175,13.665,3.0131723381,4.585,0.6666666667,11.45,6,1,2026-04-21 23:45:00,2026-04-21 23:45:00,hour,22,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,4,9.735,14.835,5.1,2.9088235294,2.43375,0.5,4.975,4,1,2026-04-23 21:20:00,2026-04-23 21:20:00,hour,20,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,2,-39.21,0,39.21,0.0,-19.605,0.0,39.21,2,2,2026-04-30 01:15:00,2026-05-18 01:30:00,hour,23,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,5,-3.45,17.725,21.175,0.8370720189,-0.69,0.4,10.975,5,1,2026-05-21 22:50:00,2026-05-21 22:50:00,hour,21,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,1,2.2,2.2,0,,2.2,1.0,0.0,1,0,,,hour,1,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,25,84.73,149.0,64.27,2.3183444842,3.3892,0.72,17.46,25,6,2026-05-15 17:35:00,2026-05-22 17:35:00,hour,16,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,13,-0.45,29.75,30.2,0.9850993377,-0.0346153846,0.4615384615,15.3,13,2,2026-05-20 19:45:00,2026-05-21 19:45:00,hour,18,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,5,28.55,36.3,7.75,4.6838709677,5.71,0.6,7.75,5,2,2026-05-15 20:00:00,2026-05-18 20:10:00,hour,19,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,7,-13.565,17.46,31.025,0.5627719581,-1.9378571429,0.4285714286,26.05,7,5,2026-05-15 21:05:00,2026-05-21 21:25:00,hour,20,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,1,12.325,12.325,0,,12.325,1.0,0.0,1,0,,,hour,22,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,15,38.76,80.335,41.575,1.9322910403,2.584,0.7333333333,29.375,15,7,2026-05-12 18:20:00,2026-05-22 18:40:00,hour,17,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,5,-3.45,17.725,21.175,0.8370720189,-0.69,0.4,10.975,5,1,2026-05-21 22:50:00,2026-05-21 22:50:00,hour,21,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
c56_bal,core56_no_top3_weight_features__l2_balanced_c025,raw_forward,25,-3.6,75.16,78.76,0.9542915185,-0.144,0.4,36.85,25,23,2026-04-16 17:40:00,2026-04-30 19:50:00,month,2026-04,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
c56_bal,core56_no_top3_weight_features__l2_balanced_c025,raw_forward,45,170.285,268.835,98.55,2.7279046169,3.7841111111,0.6888888889,43.05,45,14,2026-05-15 17:35:00,2026-05-19 18:55:00,month,2026-05,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
c56_bal,core56_no_top3_weight_features__l2_balanced_c025,old_session_parity,23,6.09,73.4,67.31,1.0904768979,0.2647826087,0.3913043478,34.975,23,10,2026-04-27 18:00:00,2026-04-30 19:50:00,month,2026-04,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
c56_bal,core56_no_top3_weight_features__l2_balanced_c025,old_session_parity,42,154.45,250.785,96.335,2.6032594592,3.6773809524,0.6904761905,43.05,42,12,2026-05-15 17:35:00,2026-05-19 18:55:00,month,2026-05,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
c56_plain,core56_no_top3_weight_features__l2_plain_c025,raw_forward,25,17.45,91.61,74.16,1.2353020496,0.698,0.52,33.075,25,7,2026-04-27 18:00:00,2026-04-30 19:50:00,month,2026-04,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
c56_plain,core56_no_top3_weight_features__l2_plain_c025,raw_forward,51,191.21,278.985,87.775,3.1784107092,3.7492156863,0.6862745098,39.085,51,12,2026-05-15 17:35:00,2026-05-18 23:50:00,month,2026-05,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
c56_plain,core56_no_top3_weight_features__l2_plain_c025,old_session_parity,23,27.14,89.85,62.71,1.4327858396,1.18,0.5217391304,33.075,23,7,2026-04-27 18:00:00,2026-04-30 19:50:00,month,2026-04,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
c56_plain,core56_no_top3_weight_features__l2_plain_c025,old_session_parity,48,175.26,260.41,85.15,3.0582501468,3.65125,0.6875,39.085,48,11,2026-05-15 17:35:00,2026-05-19 17:35:00,month,2026-05,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,raw_forward,122,-56.86,209.405,266.265,0.7864533454,-0.4660655738,0.5,86.075,122,36,2026-04-27 15:45:00,2026-04-30 20:10:00,month,2026-04,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,raw_forward,175,160.68,518.975,358.295,1.4484572768,0.9181714286,0.5657142857,51.2,175,24,2026-05-20 19:20:00,2026-05-22 18:00:00,month,2026-05,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,old_session_parity,24,-7.66,72.625,80.285,0.9045898985,-0.3191666667,0.4166666667,39.15,24,9,2026-04-28 17:45:00,2026-04-30 19:50:00,month,2026-04,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,old_session_parity,44,150.725,261.21,110.485,2.3642123365,3.4255681818,0.7045454545,43.05,44,12,2026-05-15 17:35:00,2026-05-19 18:55:00,month,2026-05,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,121,-43.625,216.78,260.405,0.8324724948,-0.3605371901,0.4958677686,78.625,121,33,2026-04-27 15:45:00,2026-04-30 20:10:00,month,2026-04,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,178,167.035,547.885,380.85,1.4385847447,0.9383988764,0.5898876404,57.22,178,45,2026-05-15 11:20:00,2026-05-20 16:45:00,month,2026-05,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,23,57.24,118.875,61.635,1.9286931127,2.4886956522,0.5217391304,31.325,23,7,2026-04-27 18:00:00,2026-04-30 19:50:00,month,2026-04,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,47,178.51,252.4,73.89,3.4158884829,3.7980851064,0.7021276596,20.76,47,8,2026-05-20 19:45:00,2026-05-22 17:40:00,month,2026-05,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,127,-43.135,239.23,282.365,0.8472367326,-0.3396456693,0.5275590551,115.6,127,43,2026-04-27 08:00:00,2026-04-30 20:15:00,month,2026-04,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,179,136.375,556.985,420.61,1.3242314733,0.7618715084,0.5363128492,53.335,179,38,2026-05-15 08:00:00,2026-05-19 19:25:00,month,2026-05,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,21,-30.345,58.9,89.245,0.6599809513,-1.445,0.5238095238,54.285,21,19,2026-04-16 17:40:00,2026-04-30 19:45:00,month,2026-04,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,41,114.375,222.46,108.085,2.0581949392,2.7896341463,0.6341463415,26.425,41,9,2026-05-15 17:35:00,2026-05-18 22:00:00,month,2026-05,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,135,13.625,276.93,263.305,1.0517460739,0.1009259259,0.5333333333,89.225,135,45,2026-04-27 08:00:00,2026-04-30 19:55:00,month,2026-04,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,187,111.65,532.57,420.92,1.2652523045,0.5970588235,0.577540107,85.91,187,54,2026-05-15 08:00:00,2026-05-20 20:45:00,month,2026-05,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,24,63.265,108.975,45.71,2.3840516298,2.6360416667,0.5833333333,16.935,24,7,2026-04-20 17:35:00,2026-04-23 21:20:00,month,2026-04,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,47,83.635,233.92,150.285,1.556509299,1.7794680851,0.6382978723,51.26,47,16,2026-05-15 17:35:00,2026-05-20 17:35:00,month,2026-05,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
c56_bal,core56_no_top3_weight_features__l2_balanced_c025,raw_forward,20,31.815,97.81,65.995,1.4820819759,1.59075,0.65,30.21,20,4,2026-05-15 17:35:00,2026-05-15 23:25:00,volatility,mid_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
c56_bal,core56_no_top3_weight_features__l2_balanced_c025,raw_forward,10,9.94,39.825,29.885,1.3326083319,0.994,0.4,29.885,10,9,2026-04-16 17:40:00,2026-05-12 17:35:00,volatility,low_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
c56_bal,core56_no_top3_weight_features__l2_balanced_c025,raw_forward,40,124.93,206.36,81.43,2.5342011544,3.12325,0.6,24.355,40,8,2026-05-15 18:40:00,2026-05-18 23:55:00,volatility,high_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
c56_bal,core56_no_top3_weight_features__l2_balanced_c025,old_session_parity,17,45.59,84.925,39.335,2.1590186856,2.6817647059,0.7058823529,30.21,17,7,2026-05-15 17:35:00,2026-05-22 17:40:00,volatility,mid_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
c56_bal,core56_no_top3_weight_features__l2_balanced_c025,old_session_parity,12,-16.72,39.825,56.545,0.7043063047,-1.3933333333,0.3333333333,41.81,12,11,2026-04-16 17:40:00,2026-05-12 23:00:00,volatility,low_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
c56_bal,core56_no_top3_weight_features__l2_balanced_c025,old_session_parity,36,131.67,199.435,67.765,2.9430384417,3.6575,0.6111111111,22.14,36,7,2026-05-15 18:40:00,2026-05-18 22:30:00,volatility,high_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
c56_plain,core56_no_top3_weight_features__l2_plain_c025,raw_forward,24,85.125,137.285,52.16,2.6319976994,3.546875,0.75,28.71,24,4,2026-05-15 17:35:00,2026-05-19 22:25:00,volatility,mid_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
c56_plain,core56_no_top3_weight_features__l2_plain_c025,raw_forward,10,22.315,46.25,23.935,1.932316691,2.2315,0.6,23.935,10,6,2026-04-20 17:35:00,2026-05-05 17:35:00,volatility,low_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
c56_plain,core56_no_top3_weight_features__l2_plain_c025,raw_forward,42,101.22,187.06,85.84,2.1791705499,2.41,0.5714285714,23.9,42,4,2026-05-20 19:45:00,2026-05-21 22:50:00,volatility,high_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
c56_plain,core56_no_top3_weight_features__l2_plain_c025,old_session_parity,24,84.54,124.775,40.235,3.1011557102,3.5225,0.7916666667,28.71,24,4,2026-05-15 17:35:00,2026-05-19 22:25:00,volatility,mid_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
c56_plain,core56_no_top3_weight_features__l2_plain_c025,old_session_parity,12,27.64,63.5,35.86,1.770775237,2.3033333333,0.5833333333,35.86,12,8,2026-04-20 17:35:00,2026-05-05 17:35:00,volatility,low_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
c56_plain,core56_no_top3_weight_features__l2_plain_c025,old_session_parity,35,90.22,161.985,71.765,2.2571587821,2.5777142857,0.5428571429,23.9,35,4,2026-05-20 19:45:00,2026-05-21 22:50:00,volatility,high_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,raw_forward,134,4.53,186.955,182.425,1.0248321228,0.0338059701,0.5149253731,53.55,134,50,2026-04-27 15:45:00,2026-05-08 15:40:00,volatility,low_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,raw_forward,80,10.595,190.88,180.285,1.0587680617,0.1324375,0.55,42.91,80,48,2026-05-06 14:45:00,2026-05-22 16:55:00,volatility,mid_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,raw_forward,83,88.695,350.545,261.85,1.3387244606,1.0686144578,0.5662650602,76.975,83,24,2026-04-30 01:15:00,2026-05-13 17:35:00,volatility,high_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,old_session_parity,19,39.29,94.275,54.985,1.714558516,2.0678947368,0.7894736842,30.21,19,4,2026-05-15 17:35:00,2026-05-19 22:20:00,volatility,mid_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,old_session_parity,13,-17.995,42.75,60.745,0.7037616265,-1.3842307692,0.4615384615,33.545,13,12,2026-04-20 17:35:00,2026-05-12 23:00:00,volatility,low_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,old_session_parity,36,121.77,196.81,75.04,2.6227345416,3.3825,0.5555555556,22.14,36,7,2026-05-15 18:40:00,2026-05-18 22:30:00,volatility,high_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,137,15.74,200.055,184.315,1.0853972818,0.1148905109,0.5255474453,46.275,137,43,2026-04-27 15:45:00,2026-05-07 15:40:00,volatility,low_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,77,51.325,214.085,162.76,1.3153416073,0.6665584416,0.5974025974,30.75,77,20,2026-05-06 14:45:00,2026-05-14 16:00:00,volatility,mid_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,85,56.345,350.525,294.18,1.1915323951,0.6628823529,0.5529411765,76.05,85,39,2026-04-17 16:50:00,2026-05-13 18:25:00,volatility,high_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,22,93.425,121.025,27.6,4.3849637681,4.2465909091,0.7727272727,11.925,22,1,2026-05-15 21:05:00,2026-05-15 21:05:00,volatility,mid_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,11,24.265,57.2,32.935,1.7367542128,2.2059090909,0.5454545455,23.86,11,7,2026-04-16 17:40:00,2026-04-30 20:55:00,volatility,low_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,37,118.06,193.05,74.99,2.5743432458,3.1908108108,0.5945945946,23.9,37,4,2026-05-20 19:45:00,2026-05-21 22:50:00,volatility,high_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,124,6.42,172.655,166.235,1.0386200259,0.0517741935,0.5080645161,59.425,124,70,2026-04-27 08:00:00,2026-05-22 09:05:00,volatility,low_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,84,-7.09,173.745,180.835,0.9607929881,-0.0844047619,0.4880952381,63.685,84,20,2026-05-15 08:00:00,2026-05-22 16:40:00,volatility,mid_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,98,93.91,449.815,355.905,1.2638625476,0.9582653061,0.6020408163,96.475,98,65,2026-04-17 16:50:00,2026-05-18 16:50:00,volatility,high_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,17,39.965,88.275,48.31,1.8272614366,2.3508823529,0.6470588235,26.16,17,5,2026-05-15 17:35:00,2026-05-19 22:00:00,volatility,mid_vol,research_development_only_score_curve_proxy_and_session_mt5_reference_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
