run_id,parent_run_id,attempt_name,candidate_id,artifact_slug,feature_set_id,model_id,trade_index,direction,open_time,close_time,hold_bars,volume,open_price,close_price,net_profit,gross_profit,commission,swap,mfe_points,mae_points,realized_over_mfe_points,session_slice,hour,month,volatility_regime,adx_bucket,trend_regime,vix_regime,vix_change_regime,usd_regime,usd_change_regime,rate_regime,rate_change_regime,spread_regime,spread_points_median_in_trade,db_source,source_run_id,stage330_reference_boundary,view_id
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_plain_sp,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,49,sell,2026-05-15 19:40:00,2026-05-15 20:45:00,13.0,0.1,29254.8,29346.4,-9.16,-9.16,0.0,0.0,54.25,113.0,-0.168848,mid,19,2026-05,vol_mid,adx_lt20,range_or_weak_trend,vix_mid,vix_change_flat,usdx_low,usdx_change_down,us10yr_low,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_plain_sp,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,50,sell,2026-05-15 21:20:00,2026-05-18 17:00:00,812.0,0.1,29317.55,29179.25,14.37,13.83,0.0,0.54,454.15,45.5,0.031642,late,21,2026-05,vol_mid,adx_20_25,downtrend,vix_high,vix_change_flat,usdx_high,usdx_change_up,us10yr_mid,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_plain_sp,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,51,buy,2026-05-18 17:20:00,2026-05-18 18:20:00,12.0,0.1,29187.75,28943.4,-24.44,-24.44,0.0,0.0,13.4,281.1,-1.823881,early,17,2026-05,vol_high,adx_20_25,downtrend,vix_low,vix_change_down,usdx_high,usdx_change_down,us10yr_low,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_plain_sp,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,52,buy,2026-05-18 18:25:00,2026-05-18 19:25:00,12.0,0.1,28943.0,28928.65,-1.44,-1.44,0.0,0.0,65.15,65.85,-0.022103,mid,18,2026-05,vol_high,adx_gt25,downtrend,vix_high,vix_change_up,usdx_high,usdx_change_down,us10yr_low,us10yr_change_down,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_plain_sp,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,53,buy,2026-05-18 19:30:00,2026-05-18 20:30:00,12.0,0.1,28814.25,28944.65,13.04,13.04,0.0,0.0,166.65,36.7,0.078248,mid,19,2026-05,vol_high,adx_gt25,downtrend,vix_mid,vix_change_up,usdx_low,usdx_change_up,us10yr_low,us10yr_change_down,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_plain_sp,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,54,buy,2026-05-18 20:40:00,2026-05-18 21:05:00,5.0,0.1,28912.5,28887.9,-2.46,-2.46,0.0,0.0,52.65,30.6,-0.046724,late,20,2026-05,vol_high,adx_20_25,downtrend,vix_mid,vix_change_up,usdx_mid,usdx_change_down,us10yr_low,us10yr_change_flat,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_plain_sp,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,55,sell,2026-05-18 21:05:00,2026-05-19 16:35:00,234.0,0.1,28887.9,28894.6,-0.49,-0.67,0.0,0.18,147.4,235.35,-0.003324,late,21,2026-05,vol_high,adx_lt20,range_or_weak_trend,vix_high,vix_change_up,usdx_high,usdx_change_up,us10yr_low,us10yr_change_down,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_plain_sp,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,56,buy,2026-05-19 16:50:00,2026-05-19 17:50:00,12.0,0.1,28881.85,28645.75,-23.61,-23.61,0.0,0.0,82.15,282.1,-0.287401,early,16,2026-05,vol_high,adx_20_25,downtrend,vix_mid,vix_change_down,usdx_high,usdx_change_down,us10yr_low,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_plain_sp,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,57,buy,2026-05-19 18:00:00,2026-05-19 19:00:00,12.0,0.1,28741.35,28753.5,1.22,1.22,0.0,0.0,73.4,77.85,0.016621,early,18,2026-05,vol_high,adx_20_25,downtrend,vix_mid,vix_change_down,usdx_high,usdx_change_down,us10yr_low,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_plain_sp,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,58,buy,2026-05-19 19:05:00,2026-05-19 20:05:00,12.0,0.1,28807.85,28992.0,18.42,18.42,0.0,0.0,186.9,79.1,0.098555,mid,19,2026-05,vol_high,adx_lt20,range_or_weak_trend,vix_low,vix_change_down,usdx_low,usdx_change_up,us10yr_high,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_plain_sp,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,59,buy,2026-05-19 20:10:00,2026-05-19 20:55:00,9.0,0.1,29007.1,28974.0,-3.31,-3.31,0.0,0.0,56.4,62.1,-0.058688,mid,20,2026-05,vol_high,adx_gt25,downtrend,vix_low,vix_change_flat,usdx_low,usdx_change_up,us10yr_high,us10yr_change_down,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_plain_sp,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,60,sell,2026-05-19 20:55:00,2026-05-19 22:00:00,13.0,0.1,28974.0,28896.6,7.74,7.74,0.0,0.0,95.0,64.75,0.081474,late,20,2026-05,vol_mid,adx_gt25,downtrend,vix_mid,vix_change_flat,usdx_low,usdx_change_down,us10yr_high,us10yr_change_flat,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_plain_sp,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,61,buy,2026-05-20 16:35:00,2026-05-20 17:35:00,12.0,0.1,29073.85,29153.75,7.99,7.99,0.0,0.0,128.65,127.85,0.062106,early,16,2026-05,vol_mid,adx_lt20,range_or_weak_trend,vix_low,vix_change_down,usdx_mid,usdx_change_down,us10yr_mid,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_plain_sp,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,62,buy,2026-05-20 17:40:00,2026-05-20 18:40:00,12.0,0.1,29141.85,29253.75,11.19,11.19,0.0,0.0,193.4,26.48,0.057859,early,17,2026-05,vol_high,adx_lt20,range_or_weak_trend,vix_mid,vix_change_up,usdx_low,usdx_change_down,us10yr_high,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_plain_sp,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,63,buy,2026-05-20 18:45:00,2026-05-20 19:45:00,12.0,0.1,29259.6,29229.0,-3.06,-3.06,0.0,0.0,38.65,108.48,-0.079172,mid,18,2026-05,vol_high,adx_20_25,downtrend,vix_low,vix_change_down,usdx_low,usdx_change_up,us10yr_high,us10yr_change_down,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_plain_sp,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,64,buy,2026-05-20 20:15:00,2026-05-20 21:15:00,12.0,0.1,29224.6,29248.5,2.39,2.39,0.0,0.0,41.9,22.45,0.057041,late,20,2026-05,vol_mid,adx_lt20,range_or_weak_trend,vix_low,vix_change_down,usdx_high,usdx_change_down,us10yr_high,us10yr_change_flat,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_plain_sp,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,65,buy,2026-05-21 16:35:00,2026-05-21 17:35:00,12.0,0.1,29206.5,29137.4,-6.91,-6.91,0.0,0.0,72.4,138.6,-0.095442,early,16,2026-05,vol_mid,adx_20_25,downtrend,vix_high,vix_change_flat,usdx_high,usdx_change_up,us10yr_low,us10yr_change_down,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_plain_sp,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,66,buy,2026-05-21 17:40:00,2026-05-21 18:40:00,12.0,0.1,29182.75,29194.9,1.22,1.22,0.0,0.0,19.65,103.1,0.062087,early,17,2026-05,vol_high,adx_20_25,downtrend,vix_low,vix_change_down,usdx_mid,usdx_change_down,us10yr_high,us10yr_change_down,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_plain_sp,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,67,buy,2026-05-21 18:45:00,2026-05-21 19:50:00,13.0,0.1,29200.0,29172.4,-2.76,-2.76,0.0,0.0,51.15,43.35,-0.053959,mid,18,2026-05,vol_high,adx_lt20,range_or_weak_trend,vix_low,vix_change_flat,usdx_high,usdx_change_up,us10yr_low,us10yr_change_down,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_plain_sp,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,68,buy,2026-05-21 20:20:00,2026-05-21 21:20:00,12.0,0.1,29353.5,29406.9,5.34,5.34,0.0,0.0,141.15,46.35,0.037832,late,20,2026-05,vol_mid,adx_lt20,range_or_weak_trend,vix_low,vix_change_down,usdx_low,usdx_change_down,us10yr_high,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_plain_sp,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,69,sell,2026-05-21 21:50:00,2026-05-22 16:40:00,226.0,0.1,29347.3,29634.55,-28.55,-28.73,0.0,0.18,112.95,292.4,-0.252767,late,21,2026-05,vol_high,adx_gt25,downtrend,vix_mid,vix_change_up,usdx_high,usdx_change_up,us10yr_low,us10yr_change_down,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,c56_plain_sp,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,70,buy,2026-05-22 16:40:00,2026-05-22 17:40:00,12.0,0.1,29634.55,29548.7,-8.59,-8.59,0.0,0.0,23.65,201.35,-0.363214,early,16,2026-05,vol_mid,adx_gt25,downtrend,vix_high,vix_change_down,usdx_low,usdx_change_up,us10yr_mid,us10yr_change_down,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,m48_bal_sp,macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,1,sell,2026-04-14 16:35:00,2026-04-14 17:40:00,13.0,0.1,25585.75,25656.35,-7.06,-7.06,0.0,0.0,14.75,96.75,-0.478644,early,16,2026-04,vol_mid,adx_gt25,downtrend,vix_high,vix_change_up,usdx_high,usdx_change_down,us10yr_low,us10yr_change_flat,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,m48_bal_sp,macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,2,buy,2026-04-15 16:40:00,2026-04-15 17:40:00,12.0,0.1,25921.3,25979.95,5.87,5.87,0.0,0.0,100.15,68.35,0.058612,early,16,2026-04,vol_low,adx_gt25,downtrend,vix_low,vix_change_down,usdx_low,usdx_change_flat,us10yr_high,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,m48_bal_sp,macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,3,sell,2026-04-16 16:55:00,2026-04-16 17:55:00,12.0,0.1,26153.15,26283.75,-13.06,-13.06,0.0,0.0,6.25,140.25,-2.0896,early,16,2026-04,vol_high,adx_lt20,range_or_weak_trend,vix_high,vix_change_up,usdx_high,usdx_change_up,us10yr_low,us10yr_change_down,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,m48_bal_sp,macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,4,buy,2026-04-20 16:35:00,2026-04-20 17:35:00,12.0,0.1,26689.5,26606.4,-8.31,-8.31,0.0,0.0,4.65,100.85,-1.787097,early,16,2026-04,vol_low,adx_gt25,downtrend,vix_low,vix_change_down,usdx_low,usdx_change_flat,us10yr_high,us10yr_change_down,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,m48_bal_sp,macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,5,sell,2026-04-20 18:05:00,2026-04-20 18:25:00,4.0,0.1,26483.15,26545.75,-6.26,-6.26,0.0,0.0,38.0,82.0,-0.164737,early,18,2026-04,vol_high,adx_gt25,downtrend,vix_high,vix_change_up,usdx_high,usdx_change_up,us10yr_low,us10yr_change_down,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,m48_bal_sp,macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,6,buy,2026-04-20 18:25:00,2026-04-20 19:30:00,13.0,0.1,26545.75,26552.65,0.69,0.69,0.0,0.0,41.4,34.1,0.016667,mid,18,2026-04,vol_high,adx_gt25,downtrend,vix_mid,vix_change_down,usdx_low,usdx_change_down,us10yr_mid,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,m48_bal_sp,macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,7,sell,2026-04-21 16:35:00,2026-04-21 17:35:00,12.0,0.1,26639.3,26723.15,-8.39,-8.39,0.0,0.0,32.25,125.5,-0.260155,early,16,2026-04,vol_low,adx_gt25,downtrend,vix_high,vix_change_up,usdx_low,usdx_change_down,us10yr_low,us10yr_change_flat,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,m48_bal_sp,macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,8,sell,2026-04-21 18:05:00,2026-04-21 19:05:00,12.0,0.1,26571.05,26626.4,-5.54,-5.54,0.0,0.0,29.0,95.0,-0.191034,early,18,2026-04,vol_high,adx_20_25,downtrend,vix_high,vix_change_up,usdx_high,usdx_change_down,us10yr_low,us10yr_change_flat,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,m48_bal_sp,macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,9,buy,2026-04-22 16:40:00,2026-04-22 17:40:00,12.0,0.1,26717.3,26878.2,16.09,16.09,0.0,0.0,167.15,22.6,0.096261,early,16,2026-04,vol_mid,adx_20_25,downtrend,vix_low,vix_change_up,usdx_low,usdx_change_down,us10yr_mid,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,m48_bal_sp,macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,10,sell,2026-04-23 16:50:00,2026-04-23 17:50:00,12.0,0.1,26956.1,26924.7,3.14,3.14,0.0,0.0,109.4,1.25,0.028702,early,16,2026-04,vol_low,adx_20_25,downtrend,vix_high,vix_change_up,usdx_mid,usdx_change_up,us10yr_high,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,m48_bal_sp,macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,11,sell,2026-04-23 20:10:00,2026-04-23 21:05:00,11.0,0.1,26830.85,26784.95,4.59,4.59,0.0,0.0,272.25,12.75,0.01686,mid,20,2026-04,vol_high,adx_lt20,range_or_weak_trend,vix_high,vix_change_up,usdx_high,usdx_change_up,us10yr_low,us10yr_change_down,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,m48_bal_sp,macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,12,buy,2026-04-23 21:05:00,2026-04-24 16:35:00,234.0,0.1,26784.95,27100.9,31.17,31.6,0.0,-0.43,457.95,67.25,0.068064,late,21,2026-04,vol_high,adx_gt25,downtrend,vix_mid,vix_change_down,usdx_mid,usdx_change_down,us10yr_mid,us10yr_change_flat,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,m48_bal_sp,macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,13,buy,2026-04-24 17:10:00,2026-04-24 18:10:00,12.0,0.1,27109.5,27176.9,6.74,6.74,0.0,0.0,76.15,61.6,0.08851,early,17,2026-04,vol_high,adx_gt25,downtrend,vix_high,vix_change_down,usdx_low,usdx_change_down,us10yr_high,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,m48_bal_sp,macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,14,buy,2026-04-24 18:45:00,2026-04-24 19:45:00,12.0,0.1,27268.5,27272.65,0.42,0.42,0.0,0.0,41.65,44.35,0.010084,mid,18,2026-04,vol_mid,adx_20_25,downtrend,vix_low,vix_change_down,usdx_low,usdx_change_down,us10yr_high,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
run329F_forward_mt5_kpi_regime_cost_curve_review_v1,run329E_session_parity_forward_signal_payload_and_mt5_runtime_probe_v1,m48_bal_sp,macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,15,sell,2026-04-27 16:35:00,2026-04-27 17:00:00,5.0,0.1,27254.45,27288.8,-3.44,-3.44,0.0,0.0,71.25,44.75,-0.048281,early,16,2026-04,vol_low,adx_gt25,downtrend,vix_high,vix_change_down,usdx_high,usdx_change_up,us10yr_low,us10yr_change_up,spread_low,60.0,not_applicable_no_db_decision_surface,run329F_forward_mt5_kpi_regime_cost_curve_review_v1,session_parity_mt5_reference_only_raw_forward_mt5_not_claimed,old_session_parity
