stage_id,run_id,parent_run_id,run_date,status,judgment,decision,next_run_id,primary_artifact,report_path,gate_passes,gate_total,claim_boundary,view,tier,metric_scope,candidate_model_id,net_profit,profit_factor,drawdown,recovery_factor,trade_count,result_status,sample_rows,feature_count,matched_rows,expectancy,attempt_count,source_package_run_id,ledger_row_id,subrun_id,record_view,tier_scope,kpi_scope,scoreboard_lane,path,primary_kpi,guardrail_kpi,external_verification_status,notes,date
344_directional_long_quality__supply_surface_probe,run344J_design_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,run344I_review_s07_forward_cost_stability_validation_mt5_probe_without_db_v1,2026-06-01,completed_stage344J_deal_level_cost_session_forward_replay_design_ready_no_selection,deal_level_cost_session_forward_replay_design_ready_parse_feasibility_confirmed_no_operating_claim,stage344J_open_run344K_materialize_deal_level_cost_session_forward_replay_validation,run344K_materialize_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344J/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344J_s07_deal_level_cost_session_forward_replay_design.md,10,10,research_development_design_only_deal_level_cost_session_forward_replay_validation_no_new_mt5_execution_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A separate(Tier A 분리),Tier A,deal_level_design,logreg_balanced_c025_s07_trend_confirmed_long_only,186.67,,,,26,deal_level_cost_session_forward_replay_design_ready_parse_feasibility_confirmed_no_operating_claim,,,,,,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344J_design_s07_deal_level_cost_session_forward_replay_validation_without_db_v1__Tier A,Tier A,Tier A separate(Tier A 분리),Tier A,deal_level_design,experiment_design(실험 설계),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344J_s07_deal_level_cost_session_forward_replay_design.md,s07_trades=26;entry_join=1.0,"design_only_no_forward_pass(설계 전용, 전진 통과 없음)",out_of_scope_by_claim(주장 범위 밖),Tier A design evidence only(Tier A 설계 근거 전용).,2026-06-01
344_directional_long_quality__supply_surface_probe,run344J_design_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,run344I_review_s07_forward_cost_stability_validation_mt5_probe_without_db_v1,2026-06-01,completed_stage344J_deal_level_cost_session_forward_replay_design_ready_no_selection,deal_level_cost_session_forward_replay_design_ready_parse_feasibility_confirmed_no_operating_claim,stage344J_open_run344K_materialize_deal_level_cost_session_forward_replay_validation,run344K_materialize_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344J/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344J_s07_deal_level_cost_session_forward_replay_design.md,10,10,research_development_design_only_deal_level_cost_session_forward_replay_validation_no_new_mt5_execution_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,missing_required,,,,,,missing_required(필수 누락),,,,,,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344J_design_s07_deal_level_cost_session_forward_replay_validation_without_db_v1__Tier B,Tier B,Tier B separate(Tier B 분리),Tier B,missing_required,experiment_design(실험 설계),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344J_s07_deal_level_cost_session_forward_replay_design.md,missing_required,missing_required,missing_required(필수 누락),Tier B was outside this narrow design(Tier B는 이번 좁은 설계 밖).,2026-06-01
344_directional_long_quality__supply_surface_probe,run344J_design_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,run344I_review_s07_forward_cost_stability_validation_mt5_probe_without_db_v1,2026-06-01,completed_stage344J_deal_level_cost_session_forward_replay_design_ready_no_selection,deal_level_cost_session_forward_replay_design_ready_parse_feasibility_confirmed_no_operating_claim,stage344J_open_run344K_materialize_deal_level_cost_session_forward_replay_validation,run344K_materialize_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344J/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344J_s07_deal_level_cost_session_forward_replay_design.md,10,10,research_development_design_only_deal_level_cost_session_forward_replay_validation_no_new_mt5_execution_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,logreg_balanced_c025_s07_trend_confirmed_long_only,186.67,,,,26,same_as_tier_a_until_tier_b_available,,,,,,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344J_design_s07_deal_level_cost_session_forward_replay_validation_without_db_v1__Tier A+B,Tier A+B,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,experiment_design(실험 설계),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344J_s07_deal_level_cost_session_forward_replay_design.md,s07_trades=26;entry_join=1.0,Tier B missing_required(Tier B 필수 누락),out_of_scope_by_claim(주장 범위 밖),Combined view is same as Tier A until Tier B exists(Tier B 전에는 합산이 Tier A와 같음).,2026-06-01
344_directional_long_quality__supply_surface_probe,run344K_materialize_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,run344J_design_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,2026-06-01,completed_stage344K_deal_level_cost_session_forward_replay_materialized_review_required_no_selection,deal_level_cost_session_regime_outputs_available_review_required_no_operating_claim,stage344K_open_run344L_review_deal_level_cost_session_forward_replay_validation,run344L_review_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344K/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344K_s07_deal_level_cost_session_forward_replay_materialization.md,10,10,research_development_materialization_only_deal_level_cost_session_forward_replay_validation_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A separate(Tier A 분리),Tier A,deal_level_cost_session_regime,logreg_balanced_c025_s07_trend_confirmed_long_only,186.67,4.111685,,,26,deal_level_cost_session_regime_outputs_available_review_required_no_operating_claim,,,,7.179615,,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344K_materialize_s07_deal_level_cost_session_forward_replay_validation_without_db_v1__Tier A,Tier A,Tier A separate(Tier A 분리),Tier A,deal_level_cost_session_regime,kpi_evidence(KPI 근거),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344K_s07_deal_level_cost_session_forward_replay_materialization.md,s07_net=186.67;pf=4.111685;trades=26,moderate_net=134.67;review_required,completed_from_existing_mt5_report(기존 MT5 보고서에서 완료),Tier A deal-level materialization(Tier A 거래별 물질화).,2026-06-01
344_directional_long_quality__supply_surface_probe,run344K_materialize_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,run344J_design_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,2026-06-01,completed_stage344K_deal_level_cost_session_forward_replay_materialized_review_required_no_selection,deal_level_cost_session_regime_outputs_available_review_required_no_operating_claim,stage344K_open_run344L_review_deal_level_cost_session_forward_replay_validation,run344L_review_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344K/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344K_s07_deal_level_cost_session_forward_replay_materialization.md,10,10,research_development_materialization_only_deal_level_cost_session_forward_replay_validation_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,missing_required,,,,,,missing_required(필수 누락),,,,,,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344K_materialize_s07_deal_level_cost_session_forward_replay_validation_without_db_v1__Tier B,Tier B,Tier B separate(Tier B 분리),Tier B,missing_required,kpi_evidence(KPI 근거),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344K_s07_deal_level_cost_session_forward_replay_materialization.md,missing_required,missing_required,missing_required(필수 누락),Tier B was outside this materialization(Tier B는 이번 물질화 밖).,2026-06-01
344_directional_long_quality__supply_surface_probe,run344K_materialize_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,run344J_design_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,2026-06-01,completed_stage344K_deal_level_cost_session_forward_replay_materialized_review_required_no_selection,deal_level_cost_session_regime_outputs_available_review_required_no_operating_claim,stage344K_open_run344L_review_deal_level_cost_session_forward_replay_validation,run344L_review_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344K/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344K_s07_deal_level_cost_session_forward_replay_materialization.md,10,10,research_development_materialization_only_deal_level_cost_session_forward_replay_validation_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,logreg_balanced_c025_s07_trend_confirmed_long_only,186.67,4.111685,,,26,same_as_tier_a_until_tier_b_available,,,,7.179615,,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344K_materialize_s07_deal_level_cost_session_forward_replay_validation_without_db_v1__Tier A+B,Tier A+B,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,kpi_evidence(KPI 근거),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344K_s07_deal_level_cost_session_forward_replay_materialization.md,s07_net=186.67;trades=26,Tier B missing_required(Tier B 필수 누락),completed_from_existing_mt5_report(기존 MT5 보고서에서 완료),Combined view is same as Tier A until Tier B exists(Tier B 전에는 합산이 Tier A와 같음).,2026-06-01
344_directional_long_quality__supply_surface_probe,run344L_review_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,run344K_materialize_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,2026-06-01,completed_stage344L_deal_level_cost_session_review_positive_clue_with_concentration_risk_no_selection,s07_trade_level_review_positive_moderate_cost_but_cash_open_and_short_carry_concentration_require_next_probe_no_operating_claim,stage344L_open_run344M_cash_open_long_quality_short_carry_decomposition_design,run344M_design_cash_open_long_quality_short_carry_decomposition_probe_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344L/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344L_s07_deal_level_cost_session_forward_replay_review.md,9,9,research_development_review_only_deal_level_cost_session_forward_replay_positive_clue_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A separate(Tier A 분리),Tier A,deal_level_review_cost_session_direction,logreg_balanced_c025_s07_trend_confirmed_long_only,186.67,4.111685,,10.498875,26,s07_trade_level_review_positive_moderate_cost_but_cash_open_and_short_carry_concentration_require_next_probe_no_operating_claim,,,,7.179615,,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344L_review_s07_deal_level_cost_session_forward_replay_validation_without_db_v1__Tier A,Tier A,Tier A separate(Tier A 분리),Tier A,deal_level_review_cost_session_direction,review_attribution(검토 귀속),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344L_s07_deal_level_cost_session_forward_replay_review.md,net=186.67;pf=4.111685;moderate_net=134.67,heavy_recovery=0.925652;cash_open_share=0.652542;sell_share=0.723791,review_from_existing_mt5_report(기존 MT5 보고서 기반 검토),Tier A deal-level review(Tier A 거래별 검토); no selection(선정 없음).,2026-06-01
344_directional_long_quality__supply_surface_probe,run344L_review_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,run344K_materialize_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,2026-06-01,completed_stage344L_deal_level_cost_session_review_positive_clue_with_concentration_risk_no_selection,s07_trade_level_review_positive_moderate_cost_but_cash_open_and_short_carry_concentration_require_next_probe_no_operating_claim,stage344L_open_run344M_cash_open_long_quality_short_carry_decomposition_design,run344M_design_cash_open_long_quality_short_carry_decomposition_probe_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344L/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344L_s07_deal_level_cost_session_forward_replay_review.md,9,9,research_development_review_only_deal_level_cost_session_forward_replay_positive_clue_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,missing_required,,,,,,missing_required(필수 누락),,,,,,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344L_review_s07_deal_level_cost_session_forward_replay_validation_without_db_v1__Tier B,Tier B,Tier B separate(Tier B 분리),Tier B,missing_required,review_attribution(검토 귀속),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344L_s07_deal_level_cost_session_forward_replay_review.md,missing_required,missing_required,missing_required(필수 누락),Tier B was outside this narrow review(Tier B는 이번 좁은 검토 밖).,2026-06-01
344_directional_long_quality__supply_surface_probe,run344L_review_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,run344K_materialize_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,2026-06-01,completed_stage344L_deal_level_cost_session_review_positive_clue_with_concentration_risk_no_selection,s07_trade_level_review_positive_moderate_cost_but_cash_open_and_short_carry_concentration_require_next_probe_no_operating_claim,stage344L_open_run344M_cash_open_long_quality_short_carry_decomposition_design,run344M_design_cash_open_long_quality_short_carry_decomposition_probe_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344L/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344L_s07_deal_level_cost_session_forward_replay_review.md,9,9,research_development_review_only_deal_level_cost_session_forward_replay_positive_clue_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,logreg_balanced_c025_s07_trend_confirmed_long_only,186.67,4.111685,,10.498875,26,same_as_tier_a_until_tier_b_available,,,,7.179615,,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344L_review_s07_deal_level_cost_session_forward_replay_validation_without_db_v1__Tier A+B,Tier A+B,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,review_attribution(검토 귀속),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344L_s07_deal_level_cost_session_forward_replay_review.md,net=186.67;moderate_net=134.67,Tier B missing_required(Tier B 필수 누락),review_from_existing_mt5_report(기존 MT5 보고서 기반 검토),Combined view is same as Tier A until Tier B exists(Tier B 전에는 합산이 Tier A와 같음).,2026-06-01
344_directional_long_quality__supply_surface_probe,run344M_design_cash_open_long_quality_short_carry_decomposition_probe_without_db_v1,run344L_review_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,2026-06-01,completed_stage344M_cash_open_long_quality_short_carry_decomposition_design_ready_no_selection,cash_open_long_quality_short_carry_decomposition_design_ready_posthoc_trade_filter_proxy_only_no_operating_claim,stage344M_open_run344N_materialize_cash_open_long_quality_short_carry_package,run344N_materialize_cash_open_long_quality_short_carry_decomposition_package_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344M/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344M_cash_open_long_quality_short_carry_decomposition_design.md,11,11,research_development_design_only_cash_open_long_quality_short_carry_decomposition_posthoc_trade_filter_proxy_no_new_mt5_execution_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A separate(Tier A 분리),Tier A,design_cash_open_long_short_decomposition,variant_grid_only(변형 격자 전용),,,,,26,cash_open_long_quality_short_carry_decomposition_design_ready_posthoc_trade_filter_proxy_only_no_operating_claim,,,,,,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344M_design_cash_open_long_quality_short_carry_decomposition_probe_without_db_v1__Tier A,Tier A,Tier A separate(Tier A 분리),Tier A,design_cash_open_long_short_decomposition,experiment_design(실험 설계),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344M_cash_open_long_quality_short_carry_decomposition_design.md,cash_open_long_proxy_net=55.7;cash_open_short_proxy_net=66.11,best_heavy_recovery_variant=m04_s07_without_late_long;design_only,out_of_scope_by_claim(주장 범위 밖),Tier A design evidence only(Tier A 설계 근거 전용).,2026-06-01
344_directional_long_quality__supply_surface_probe,run344M_design_cash_open_long_quality_short_carry_decomposition_probe_without_db_v1,run344L_review_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,2026-06-01,completed_stage344M_cash_open_long_quality_short_carry_decomposition_design_ready_no_selection,cash_open_long_quality_short_carry_decomposition_design_ready_posthoc_trade_filter_proxy_only_no_operating_claim,stage344M_open_run344N_materialize_cash_open_long_quality_short_carry_package,run344N_materialize_cash_open_long_quality_short_carry_decomposition_package_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344M/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344M_cash_open_long_quality_short_carry_decomposition_design.md,11,11,research_development_design_only_cash_open_long_quality_short_carry_decomposition_posthoc_trade_filter_proxy_no_new_mt5_execution_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,missing_required,,,,,,missing_required(필수 누락),,,,,,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344M_design_cash_open_long_quality_short_carry_decomposition_probe_without_db_v1__Tier B,Tier B,Tier B separate(Tier B 분리),Tier B,missing_required,experiment_design(실험 설계),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344M_cash_open_long_quality_short_carry_decomposition_design.md,missing_required,missing_required,missing_required(필수 누락),Tier B remains missing for this narrow design(Tier B는 이번 좁은 설계에서 필수 누락).,2026-06-01
344_directional_long_quality__supply_surface_probe,run344M_design_cash_open_long_quality_short_carry_decomposition_probe_without_db_v1,run344L_review_s07_deal_level_cost_session_forward_replay_validation_without_db_v1,2026-06-01,completed_stage344M_cash_open_long_quality_short_carry_decomposition_design_ready_no_selection,cash_open_long_quality_short_carry_decomposition_design_ready_posthoc_trade_filter_proxy_only_no_operating_claim,stage344M_open_run344N_materialize_cash_open_long_quality_short_carry_package,run344N_materialize_cash_open_long_quality_short_carry_decomposition_package_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344M/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344M_cash_open_long_quality_short_carry_decomposition_design.md,11,11,research_development_design_only_cash_open_long_quality_short_carry_decomposition_posthoc_trade_filter_proxy_no_new_mt5_execution_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,variant_grid_only(변형 격자 전용),,,,,26,same_as_tier_a_until_tier_b_available,,,,,,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344M_design_cash_open_long_quality_short_carry_decomposition_probe_without_db_v1__Tier A+B,Tier A+B,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,experiment_design(실험 설계),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344M_cash_open_long_quality_short_carry_decomposition_design.md,variant_rows=8;design_only,Tier B missing_required(Tier B 필수 누락),out_of_scope_by_claim(주장 범위 밖),Combined view is same as Tier A until Tier B exists(Tier B 전에는 합산이 Tier A와 같음).,2026-06-01
344_directional_long_quality__supply_surface_probe,run344N_materialize_cash_open_long_quality_short_carry_decomposition_package_without_db_v1,run344M_design_cash_open_long_quality_short_carry_decomposition_probe_without_db_v1,2026-06-01,completed_stage344N_cash_open_long_quality_short_carry_package_materialized_no_mt5_execution,cash_open_long_quality_short_carry_package_ready_with_single_side_filter_limit_no_operating_claim,stage344N_open_run344O_execute_cash_open_long_quality_short_carry_mt5_probe,run344O_execute_cash_open_long_quality_short_carry_decomposition_mt5_probe_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344N/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344N_cash_open_long_quality_short_carry_decomposition_package.md,10,10,research_development_runtime_package_only_cash_open_long_quality_short_carry_decomposition_single_side_filter_limit_no_mt5_execution_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A separate(Tier A 분리),Tier A,runtime_package_no_mt5_kpi,logreg_balanced_c025_s07_runtime_variants,,,,,,cash_open_long_quality_short_carry_package_ready_with_single_side_filter_limit_no_operating_claim,5827,,34962,,6,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344N_materialize_cash_open_long_quality_short_carry_decomposition_package_without_db_v1__Tier A,Tier A,Tier A separate(Tier A 분리),Tier A,runtime_package_no_mt5_kpi,runtime_probe_package(런타임 탐침 패키지),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344N_cash_open_long_quality_short_carry_decomposition_package.md,attempts=6;expected_rows=34962,common_sync_missing=0;packageability_rows=10,pending_mt5_runtime_probe(MT5 런타임 탐침 대기),Tier A runtime package(Tier A 런타임 패키지); no selection(선정 없음).,2026-06-01
344_directional_long_quality__supply_surface_probe,run344N_materialize_cash_open_long_quality_short_carry_decomposition_package_without_db_v1,run344M_design_cash_open_long_quality_short_carry_decomposition_probe_without_db_v1,2026-06-01,completed_stage344N_cash_open_long_quality_short_carry_package_materialized_no_mt5_execution,cash_open_long_quality_short_carry_package_ready_with_single_side_filter_limit_no_operating_claim,stage344N_open_run344O_execute_cash_open_long_quality_short_carry_mt5_probe,run344O_execute_cash_open_long_quality_short_carry_decomposition_mt5_probe_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344N/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344N_cash_open_long_quality_short_carry_decomposition_package.md,10,10,research_development_runtime_package_only_cash_open_long_quality_short_carry_decomposition_single_side_filter_limit_no_mt5_execution_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,missing_required,,,,,,missing_required(필수 누락),,,,,,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344N_materialize_cash_open_long_quality_short_carry_decomposition_package_without_db_v1__Tier B,Tier B,Tier B separate(Tier B 분리),Tier B,missing_required,runtime_probe_package(런타임 탐침 패키지),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344N_cash_open_long_quality_short_carry_decomposition_package.md,missing_required,missing_required,missing_required(필수 누락),Tier B was outside this package(Tier B는 이번 패키지 밖).,2026-06-01
344_directional_long_quality__supply_surface_probe,run344N_materialize_cash_open_long_quality_short_carry_decomposition_package_without_db_v1,run344M_design_cash_open_long_quality_short_carry_decomposition_probe_without_db_v1,2026-06-01,completed_stage344N_cash_open_long_quality_short_carry_package_materialized_no_mt5_execution,cash_open_long_quality_short_carry_package_ready_with_single_side_filter_limit_no_operating_claim,stage344N_open_run344O_execute_cash_open_long_quality_short_carry_mt5_probe,run344O_execute_cash_open_long_quality_short_carry_decomposition_mt5_probe_without_db_v1,stages/344_directional_long_quality__supply_surface_probe/02_runs/run344N/final_decision.json,stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344N_cash_open_long_quality_short_carry_decomposition_package.md,10,10,research_development_runtime_package_only_cash_open_long_quality_short_carry_decomposition_single_side_filter_limit_no_mt5_execution_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,logreg_balanced_c025_s07_runtime_variants,,,,,,same_as_tier_a_until_tier_b_available,5827,,34962,,6,run344G_materialize_s07_forward_cost_stability_validation_package_without_db_v1,run344N_materialize_cash_open_long_quality_short_carry_decomposition_package_without_db_v1__Tier A+B,Tier A+B,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,runtime_probe_package(런타임 탐침 패키지),stages/344_directional_long_quality__supply_surface_probe/03_reviews/run344N_cash_open_long_quality_short_carry_decomposition_package.md,attempts=6;expected_rows=34962,Tier B missing_required(Tier B 필수 누락),pending_mt5_runtime_probe(MT5 런타임 탐침 대기),Combined view is same as Tier A until Tier B exists(Tier B 전에는 합산이 Tier A와 같음).,2026-06-01
