run_id,stage_id,stage_number,source_kind,source_path,status,judgment,external_verification_status,roles,mechanism_class,validation_net_profit,validation_profit_factor,validation_trades,oos_net_profit,oos_profit_factor,oos_trades,has_trade_segments,quarter_positive_rate,candidate_status,candidate_reason,claim_boundary
run02T_label_horizon_priority_probe_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02T_label_horizon_priority_probe_v1,reviewed,horizon_shift_worth_retraining_probe,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02U_wfo_lite_priority_probe_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02U_wfo_lite_priority_probe_v1,reviewed,wfo_lite_density_insufficient_for_full_wfo,,Entry,entry_score_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02V_short_specific_priority_probe_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02V_short_specific_priority_probe_v1,reviewed,short_specific_probe_inconclusive,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02W_lgbm_fwd18_retrain_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02W_lgbm_fwd18_retrain_v1,reviewed,inconclusive_label_horizon_fwd18_retrain_scout_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02X_lgbm_fwd18_rank_threshold_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02X_lgbm_fwd18_rank_threshold_v1,payload_only,inconclusive_label_horizon_fwd18_rank_threshold_payload,,Entry|Permission / Filter / Abstention|Risk / Tail-risk|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02Y_lgbm_fwd18_inverse_rank_threshold_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02Y_lgbm_fwd18_inverse_rank_threshold_v1,payload_only,inconclusive_label_horizon_fwd18_inverse_rank_threshold_payload,,Entry|Permission / Filter / Abstention|Risk / Tail-risk|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02Z_lgbm_fwd18_inverse_rank_context_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02Z_lgbm_fwd18_inverse_rank_context_v1,reviewed,positive_tiny_sample_label_horizon_fwd18_inverse_rank_context_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Risk / Tail-risk|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02AA_lgbm_fwd18_inverse_rank_context_adx20_routed_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AA_lgbm_fwd18_inverse_rank_context_adx20_routed_v1,reviewed,inconclusive_label_horizon_fwd18_inverse_rank_context_stress_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Risk / Tail-risk|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02AB_lgbm_fwd18_inverse_rank_context_adx30_routed_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AB_lgbm_fwd18_inverse_rank_context_adx30_routed_v1,reviewed,inconclusive_label_horizon_fwd18_inverse_rank_context_stress_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Risk / Tail-risk|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02AC_lgbm_fwd18_inverse_rank_context_adx20_tier_a_only_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AC_lgbm_fwd18_inverse_rank_context_adx20_tier_a_only_v1,reviewed,inconclusive_label_horizon_fwd18_inverse_rank_context_stress_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Risk / Tail-risk|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02AD_lgbm_fwd18_inverse_rank_context_adx25_tier_a_only_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AD_lgbm_fwd18_inverse_rank_context_adx25_tier_a_only_v1,reviewed,inconclusive_label_horizon_fwd18_inverse_rank_context_stress_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Risk / Tail-risk|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02AE_lgbm_fwd18_inverse_rank_context_adx30_tier_a_only_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AE_lgbm_fwd18_inverse_rank_context_adx30_tier_a_only_v1,reviewed,inconclusive_label_horizon_fwd18_inverse_rank_context_stress_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Risk / Tail-risk|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02AF_lgbm_fwd18_source_session_190_210_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AF_lgbm_fwd18_source_session_190_210_v1,reviewed,inconclusive_python_side_label_horizon_fwd18_session_source,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context,permission_filter_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02AG_lgbm_fwd18_source_session_195_215_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AG_lgbm_fwd18_source_session_195_215_v1,reviewed,inconclusive_python_side_label_horizon_fwd18_session_source,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context,permission_filter_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02AH_lgbm_fwd18_source_session_205_225_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AH_lgbm_fwd18_source_session_205_225_v1,reviewed,inconclusive_python_side_label_horizon_fwd18_session_source,,Entry|Permission / Filter / Abstention|Exit / Hold|Regime / Context,permission_filter_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02AI_lgbm_fwd18_inverse_rank_context_session_190_210_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AI_lgbm_fwd18_inverse_rank_context_session_190_210_v1,reviewed,inconclusive_label_horizon_fwd18_inverse_rank_context_session_stress_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Risk / Tail-risk|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02AJ_lgbm_fwd18_inverse_rank_context_session_195_215_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AJ_lgbm_fwd18_inverse_rank_context_session_195_215_v1,reviewed,inconclusive_label_horizon_fwd18_inverse_rank_context_session_stress_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Risk / Tail-risk|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02AK_lgbm_fwd18_inverse_rank_context_session_205_225_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AK_lgbm_fwd18_inverse_rank_context_session_205_225_v1,reviewed,inconclusive_label_horizon_fwd18_inverse_rank_context_session_stress_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Risk / Tail-risk|Exit / Hold|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03A_extratrees_fwd18_inverse_context_scout_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03A_extratrees_fwd18_inverse_context_scout_v1,invalid_for_standalone_scope,invalid_scope_mismatch_for_requested_standalone_stage12,,Entry|Regime / Context|Negative Memory,negative_memory,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03B_et_standalone_fwd12_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03B_et_standalone_fwd12_v1,completed,inconclusive_standalone_extratrees_training_effect,,Entry|Permission / Filter / Abstention|Exit / Hold,permission_filter_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03C_et_standalone_mt5_runtime_probe_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03C_et_standalone_mt5_runtime_probe_v1,reviewed,inconclusive_standalone_extratrees_mt5_runtime_probe_completed,,Entry|Permission / Filter / Abstention|Exit / Hold|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03D_et_standalone_batch20_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03D_et_standalone_batch20_v1,completed,inconclusive_standalone_batch20_structural_scout,,Entry,entry_score_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03E_et_batch20_top_v11_mt5_probe_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03E_et_batch20_top_v11_mt5_probe_v1,reviewed,inconclusive_run03d_top_variant_mt5_runtime_probe_completed,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02AL_lgbm_fwd18_direct_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AL_lgbm_fwd18_direct_tier_balance_v1,reviewed,inconclusive_tier_balance_runtime_probe_completed,,Exit / Hold|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02AM_lgbm_fwd18_inverse_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AM_lgbm_fwd18_inverse_tier_balance_v1,reviewed,inconclusive_tier_balance_runtime_probe_completed,,Exit / Hold|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02AN_lgbm_fwd18_ctx_adx20_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AN_lgbm_fwd18_ctx_adx20_tier_balance_v1,reviewed,inconclusive_tier_balance_runtime_probe_completed,,Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02AO_lgbm_fwd18_ctx_adx25_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AO_lgbm_fwd18_ctx_adx25_tier_balance_v1,reviewed,inconclusive_tier_balance_runtime_probe_completed,,Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run02AP_lgbm_fwd18_ctx_adx30_tier_balance_v1,11_alpha_robustness__wfo_label_horizon_sensitivity,11,run_registry,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AP_lgbm_fwd18_ctx_adx30_tier_balance_v1,reviewed,inconclusive_tier_balance_runtime_probe_completed,,Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03F_et_v11_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03F_et_v11_tier_balance_mt5_v1,reviewed,inconclusive_tier_balance_runtime_probe_completed,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03G_et_variant_stability_probe_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03G_et_variant_stability_probe_v1,reviewed,inconclusive_variant_stability_structural_scout,,Entry|Negative Memory,negative_memory,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03H_et_batch20_all_variant_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_batch20_all_variant_tier_balance_mt5_v1,reviewed,inconclusive_all_variant_tier_balance_runtime_probe_completed,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03H_et_v01_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v01_tier_balance_mt5_v1,reviewed,inconclusive_all_variant_tier_balance_runtime_probe_completed,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03H_et_v02_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v02_tier_balance_mt5_v1,reviewed,inconclusive_all_variant_tier_balance_runtime_probe_completed,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03H_et_v03_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v03_tier_balance_mt5_v1,reviewed,inconclusive_all_variant_tier_balance_runtime_probe_completed,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03H_et_v04_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v04_tier_balance_mt5_v1,reviewed,inconclusive_all_variant_tier_balance_runtime_probe_completed,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03H_et_v05_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v05_tier_balance_mt5_v1,reviewed,inconclusive_all_variant_tier_balance_runtime_probe_completed,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03H_et_v06_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v06_tier_balance_mt5_v1,reviewed,inconclusive_all_variant_tier_balance_runtime_probe_completed,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03H_et_v07_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v07_tier_balance_mt5_v1,reviewed,inconclusive_all_variant_tier_balance_runtime_probe_completed,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03H_et_v08_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v08_tier_balance_mt5_v1,reviewed,inconclusive_all_variant_tier_balance_runtime_probe_completed,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03H_et_v09_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v09_tier_balance_mt5_v1,reviewed,inconclusive_all_variant_tier_balance_runtime_probe_completed,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03H_et_v10_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v10_tier_balance_mt5_v1,reviewed,inconclusive_all_variant_tier_balance_runtime_probe_completed,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03H_et_v11_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v11_tier_balance_mt5_v1,reviewed,inconclusive_all_variant_tier_balance_runtime_probe_completed,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03H_et_v12_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v12_tier_balance_mt5_v1,reviewed,inconclusive_all_variant_tier_balance_runtime_probe_completed,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03H_et_v13_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v13_tier_balance_mt5_v1,reviewed,inconclusive_all_variant_tier_balance_runtime_probe_completed,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03H_et_v14_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v14_tier_balance_mt5_v1,reviewed,inconclusive_all_variant_tier_balance_runtime_probe_completed,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03H_et_v15_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v15_tier_balance_mt5_v1,reviewed,inconclusive_all_variant_tier_balance_runtime_probe_completed,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03H_et_v16_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v16_tier_balance_mt5_v1,reviewed,inconclusive_all_variant_tier_balance_runtime_probe_completed,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03H_et_v17_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v17_tier_balance_mt5_v1,reviewed,inconclusive_all_variant_tier_balance_runtime_probe_completed,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03H_et_v18_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v18_tier_balance_mt5_v1,reviewed,inconclusive_all_variant_tier_balance_runtime_probe_completed,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03H_et_v19_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v19_tier_balance_mt5_v1,reviewed,inconclusive_all_variant_tier_balance_runtime_probe_completed,,Entry|Regime / Context|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
run03H_et_v20_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,12,run_registry,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v20_tier_balance_mt5_v1,reviewed,inconclusive_all_variant_tier_balance_runtime_probe_completed,,Entry|Runtime / Packaging,score_table_adapter,,,,,,,False,,deferred,pre_stage20_context_preserved_not_adapter_candidate,existing_evidence_adapter_scan_only_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority_not_live_readiness
