protocol_id,branch_id,branch_name,dimension,proxy_source,mt5_source,source_independence,usable_for_independent_forward_read,usable_for_diagnostic_consistency,reason
run335F_design_guarded_branch_probe_protocols_v1__cp322a_exact_blocker_control,run335C_b07_cp322a_exact_blocker_control,cp322a_exact_blocker_control,profit_factor,run334G_attempt_failure_memory_headline_profit_factor,run330E_mt5_runtime_probe_summary_profit_factor,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cp322a_exact_blocker_control,run335C_b07_cp322a_exact_blocker_control,cp322a_exact_blocker_control,max_drawdown,run334D_all_six_reconciliation_equity_dd_amount,run334D_all_six_reconciliation_stage330f_equity_dd_amount,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cp322a_exact_blocker_control,run335C_b07_cp322a_exact_blocker_control,cp322a_exact_blocker_control,trades_per_day,run334D_all_six_reconciliation_trades_per_day,run334D_all_six_reconciliation_stage330f_trades_per_day,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cp322a_exact_blocker_control,run335C_b07_cp322a_exact_blocker_control,cp322a_exact_blocker_control,expectancy,run334D_all_six_reconciliation_expectancy,run334D_all_six_reconciliation_stage330f_expectancy,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cp322a_exact_blocker_control,run335C_b07_cp322a_exact_blocker_control,cp322a_exact_blocker_control,recovery_factor,run334D_all_six_reconciliation_recovery_factor,run334D_all_six_reconciliation_stage330f_recovery_factor,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cp322a_exact_blocker_control,run335C_b07_cp322a_exact_blocker_control,cp322a_exact_blocker_control,curve_pocket,run334D_cost_curve_guard_worst_curve_net_mean,run330F_curve_pocket_report_min_chunk_net_profit,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cp322a_exact_blocker_control,run335C_b07_cp322a_exact_blocker_control,cp322a_exact_blocker_control,underwater_stretch,run334D_cost_curve_guard_underwater_trade_share,run334D_all_six_reconciliation_underwater_trade_share,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cp322a_exact_blocker_control,run335C_b07_cp322a_exact_blocker_control,cp322a_exact_blocker_control,lot_normalized_result,run334D_cost_curve_guard_linear_1lot_normalization,run334D_cost_curve_guard_mt5_derived_linear_1lot_normalization,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cp322a_exact_blocker_control,run335C_b07_cp322a_exact_blocker_control,cp322a_exact_blocker_control,spread_slippage_stress,run334D_cost_curve_guard_cost_plus_200_net,run334D_cost_curve_guard_mt5_derived_cost_overlay,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cp322a_exact_blocker_control,run335C_b07_cp322a_exact_blocker_control,cp322a_exact_blocker_control,session_hour_regime,run334D_all_six_reconciliation_worst_slice_net,run334D_all_six_reconciliation_runtime_regime_slice,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cp322a_exact_blocker_control,run335C_b07_cp322a_exact_blocker_control,cp322a_exact_blocker_control,long_short_attribution,run334D_attribution_buy_minus_abs_sell_net,run334D_attribution_runtime_trade_direction_breakdown,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cost_curve_drawdown_interaction_guard,run335C_b08_cost_curve_drawdown_interaction_guard,cost_curve_drawdown_interaction_guard,net_profit,run334G_attempt_failure_memory_headline_net_profit,run330E_mt5_runtime_probe_summary_net_profit,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cost_curve_drawdown_interaction_guard,run335C_b08_cost_curve_drawdown_interaction_guard,cost_curve_drawdown_interaction_guard,profit_factor,run334G_attempt_failure_memory_headline_profit_factor,run330E_mt5_runtime_probe_summary_profit_factor,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cost_curve_drawdown_interaction_guard,run335C_b08_cost_curve_drawdown_interaction_guard,cost_curve_drawdown_interaction_guard,max_drawdown,run334D_all_six_reconciliation_equity_dd_amount,run334D_all_six_reconciliation_stage330f_equity_dd_amount,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cost_curve_drawdown_interaction_guard,run335C_b08_cost_curve_drawdown_interaction_guard,cost_curve_drawdown_interaction_guard,trades_per_day,run334D_all_six_reconciliation_trades_per_day,run334D_all_six_reconciliation_stage330f_trades_per_day,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cost_curve_drawdown_interaction_guard,run335C_b08_cost_curve_drawdown_interaction_guard,cost_curve_drawdown_interaction_guard,expectancy,run334D_all_six_reconciliation_expectancy,run334D_all_six_reconciliation_stage330f_expectancy,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cost_curve_drawdown_interaction_guard,run335C_b08_cost_curve_drawdown_interaction_guard,cost_curve_drawdown_interaction_guard,recovery_factor,run334D_all_six_reconciliation_recovery_factor,run334D_all_six_reconciliation_stage330f_recovery_factor,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cost_curve_drawdown_interaction_guard,run335C_b08_cost_curve_drawdown_interaction_guard,cost_curve_drawdown_interaction_guard,curve_pocket,run334D_cost_curve_guard_worst_curve_net_mean,run330F_curve_pocket_report_min_chunk_net_profit,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cost_curve_drawdown_interaction_guard,run335C_b08_cost_curve_drawdown_interaction_guard,cost_curve_drawdown_interaction_guard,underwater_stretch,run334D_cost_curve_guard_underwater_trade_share,run334D_all_six_reconciliation_underwater_trade_share,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cost_curve_drawdown_interaction_guard,run335C_b08_cost_curve_drawdown_interaction_guard,cost_curve_drawdown_interaction_guard,lot_normalized_result,run334D_cost_curve_guard_linear_1lot_normalization,run334D_cost_curve_guard_mt5_derived_linear_1lot_normalization,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cost_curve_drawdown_interaction_guard,run335C_b08_cost_curve_drawdown_interaction_guard,cost_curve_drawdown_interaction_guard,spread_slippage_stress,run334D_cost_curve_guard_cost_plus_200_net,run334D_cost_curve_guard_mt5_derived_cost_overlay,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cost_curve_drawdown_interaction_guard,run335C_b08_cost_curve_drawdown_interaction_guard,cost_curve_drawdown_interaction_guard,session_hour_regime,run334D_all_six_reconciliation_worst_slice_net,run334D_all_six_reconciliation_runtime_regime_slice,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__cost_curve_drawdown_interaction_guard,run335C_b08_cost_curve_drawdown_interaction_guard,cost_curve_drawdown_interaction_guard,long_short_attribution,run334D_attribution_buy_minus_abs_sell_net,run334D_attribution_runtime_trade_direction_breakdown,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_direction_interaction_guard,run335C_b09_regime_direction_interaction_guard,regime_direction_interaction_guard,net_profit,run334G_attempt_failure_memory_headline_net_profit,run330E_mt5_runtime_probe_summary_net_profit,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_direction_interaction_guard,run335C_b09_regime_direction_interaction_guard,regime_direction_interaction_guard,profit_factor,run334G_attempt_failure_memory_headline_profit_factor,run330E_mt5_runtime_probe_summary_profit_factor,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_direction_interaction_guard,run335C_b09_regime_direction_interaction_guard,regime_direction_interaction_guard,max_drawdown,run334D_all_six_reconciliation_equity_dd_amount,run334D_all_six_reconciliation_stage330f_equity_dd_amount,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_direction_interaction_guard,run335C_b09_regime_direction_interaction_guard,regime_direction_interaction_guard,trades_per_day,run334D_all_six_reconciliation_trades_per_day,run334D_all_six_reconciliation_stage330f_trades_per_day,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_direction_interaction_guard,run335C_b09_regime_direction_interaction_guard,regime_direction_interaction_guard,expectancy,run334D_all_six_reconciliation_expectancy,run334D_all_six_reconciliation_stage330f_expectancy,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_direction_interaction_guard,run335C_b09_regime_direction_interaction_guard,regime_direction_interaction_guard,recovery_factor,run334D_all_six_reconciliation_recovery_factor,run334D_all_six_reconciliation_stage330f_recovery_factor,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_direction_interaction_guard,run335C_b09_regime_direction_interaction_guard,regime_direction_interaction_guard,curve_pocket,run334D_cost_curve_guard_worst_curve_net_mean,run330F_curve_pocket_report_min_chunk_net_profit,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_direction_interaction_guard,run335C_b09_regime_direction_interaction_guard,regime_direction_interaction_guard,underwater_stretch,run334D_cost_curve_guard_underwater_trade_share,run334D_all_six_reconciliation_underwater_trade_share,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_direction_interaction_guard,run335C_b09_regime_direction_interaction_guard,regime_direction_interaction_guard,lot_normalized_result,run334D_cost_curve_guard_linear_1lot_normalization,run334D_cost_curve_guard_mt5_derived_linear_1lot_normalization,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_direction_interaction_guard,run335C_b09_regime_direction_interaction_guard,regime_direction_interaction_guard,spread_slippage_stress,run334D_cost_curve_guard_cost_plus_200_net,run334D_cost_curve_guard_mt5_derived_cost_overlay,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_direction_interaction_guard,run335C_b09_regime_direction_interaction_guard,regime_direction_interaction_guard,session_hour_regime,run334D_all_six_reconciliation_worst_slice_net,run334D_all_six_reconciliation_runtime_regime_slice,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__regime_direction_interaction_guard,run335C_b09_regime_direction_interaction_guard,regime_direction_interaction_guard,long_short_attribution,run334D_attribution_buy_minus_abs_sell_net,run334D_attribution_runtime_trade_direction_breakdown,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,net_profit,run334G_attempt_failure_memory_headline_net_profit,run330E_mt5_runtime_probe_summary_net_profit,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,profit_factor,run334G_attempt_failure_memory_headline_profit_factor,run330E_mt5_runtime_probe_summary_profit_factor,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,max_drawdown,run334D_all_six_reconciliation_equity_dd_amount,run334D_all_six_reconciliation_stage330f_equity_dd_amount,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,trades_per_day,run334D_all_six_reconciliation_trades_per_day,run334D_all_six_reconciliation_stage330f_trades_per_day,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,expectancy,run334D_all_six_reconciliation_expectancy,run334D_all_six_reconciliation_stage330f_expectancy,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,recovery_factor,run334D_all_six_reconciliation_recovery_factor,run334D_all_six_reconciliation_stage330f_recovery_factor,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,curve_pocket,run334D_cost_curve_guard_worst_curve_net_mean,run330F_curve_pocket_report_min_chunk_net_profit,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,underwater_stretch,run334D_cost_curve_guard_underwater_trade_share,run334D_all_six_reconciliation_underwater_trade_share,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,lot_normalized_result,run334D_cost_curve_guard_linear_1lot_normalization,run334D_cost_curve_guard_mt5_derived_linear_1lot_normalization,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,spread_slippage_stress,run334D_cost_curve_guard_cost_plus_200_net,run334D_cost_curve_guard_mt5_derived_cost_overlay,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,session_hour_regime,run334D_all_six_reconciliation_worst_slice_net,run334D_all_six_reconciliation_runtime_regime_slice,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,long_short_attribution,run334D_attribution_buy_minus_abs_sell_net,run334D_attribution_runtime_trade_direction_breakdown,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,net_profit,run334G_attempt_failure_memory_headline_net_profit,run330E_mt5_runtime_probe_summary_net_profit,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,profit_factor,run334G_attempt_failure_memory_headline_profit_factor,run330E_mt5_runtime_probe_summary_profit_factor,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,max_drawdown,run334D_all_six_reconciliation_equity_dd_amount,run334D_all_six_reconciliation_stage330f_equity_dd_amount,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,trades_per_day,run334D_all_six_reconciliation_trades_per_day,run334D_all_six_reconciliation_stage330f_trades_per_day,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,expectancy,run334D_all_six_reconciliation_expectancy,run334D_all_six_reconciliation_stage330f_expectancy,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,recovery_factor,run334D_all_six_reconciliation_recovery_factor,run334D_all_six_reconciliation_stage330f_recovery_factor,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,curve_pocket,run334D_cost_curve_guard_worst_curve_net_mean,run330F_curve_pocket_report_min_chunk_net_profit,runtime_summary_vs_forensic_review_bridge,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,underwater_stretch,run334D_cost_curve_guard_underwater_trade_share,run334D_all_six_reconciliation_underwater_trade_share,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,lot_normalized_result,run334D_cost_curve_guard_linear_1lot_normalization,run334D_cost_curve_guard_mt5_derived_linear_1lot_normalization,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,spread_slippage_stress,run334D_cost_curve_guard_cost_plus_200_net,run334D_cost_curve_guard_mt5_derived_cost_overlay,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,session_hour_regime,run334D_all_six_reconciliation_worst_slice_net,run334D_all_six_reconciliation_runtime_regime_slice,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,long_short_attribution,run334D_attribution_buy_minus_abs_sell_net,run334D_attribution_runtime_trade_direction_breakdown,partial_shared_runtime_source,false,true,"existing MT5 evidence is real, but proxy and MT5 values are not independent enough for Forward Passed/Failed"
