scaffold_id,package_family,package_id,family_scaffold_artifact,source_package_artifact,source_review_artifact,required_input_identity,required_output_schema,preflight_checks,blocked_if,execution_ready,execution_status,model_training_allowed,mt5_execution_allowed,selection_allowed,forward_decision_allowed,runtime_authority_allowed,result_ingestion_status,next_review_required,forbidden,claim_boundary
run337J_05_001,offense,offense_cost_buffer_interaction_search_thesis_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/offense_branch_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/offense_branch_thesis_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/offense_package_review.csv,no-lookahead harness;fixed threshold predeclared;fixed risk/lot identity;no forward-pocket filtering,feature_thesis_card.json;data_boundary_contract.json;wfo_split_contract.json;proxy_mt5_package_reference.json;gate_extraction_reference.json,feature_thesis_card;data_boundary_contract;wfo_split_contract;fixed_threshold;fixed_risk_lot,"cost buffer, direction/source symmetry, curve quality, and regime invariance",false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_05_002,offense,offense_direction_symmetric_signal_thesis_thesis_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/offense_branch_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/offense_branch_thesis_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/offense_package_review.csv,no-lookahead harness;fixed threshold predeclared;fixed risk/lot identity;no forward-pocket filtering,feature_thesis_card.json;data_boundary_contract.json;wfo_split_contract.json;proxy_mt5_package_reference.json;gate_extraction_reference.json,feature_thesis_card;data_boundary_contract;wfo_split_contract;fixed_threshold;fixed_risk_lot,"cost buffer, direction/source symmetry, curve quality, and regime invariance",false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_05_003,offense,offense_curve_quality_objective_probe_thesis_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/offense_branch_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/offense_branch_thesis_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/offense_package_review.csv,no-lookahead harness;fixed threshold predeclared;fixed risk/lot identity;no forward-pocket filtering,feature_thesis_card.json;data_boundary_contract.json;wfo_split_contract.json;proxy_mt5_package_reference.json;gate_extraction_reference.json,feature_thesis_card;data_boundary_contract;wfo_split_contract;fixed_threshold;fixed_risk_lot,"cost buffer, direction/source symmetry, curve quality, and regime invariance",false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_05_004,offense,offense_regime_invariant_rebuild_thesis_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/offense_branch_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/offense_branch_thesis_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/offense_package_review.csv,no-lookahead harness;fixed threshold predeclared;fixed risk/lot identity;no forward-pocket filtering,feature_thesis_card.json;data_boundary_contract.json;wfo_split_contract.json;proxy_mt5_package_reference.json;gate_extraction_reference.json,feature_thesis_card;data_boundary_contract;wfo_split_contract;fixed_threshold;fixed_risk_lot,"cost buffer, direction/source symmetry, curve quality, and regime invariance",false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_06_001,regime,vix_regime_asof_source_audit_blueprint_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/economic_regime_asof_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/economic_regime_asof_join_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/economic_regime_package_review.csv,source_name;source_uri_or_path;source_timestamp;source_sha256;timezone;revision_policy,regime_source_inventory.csv;regime_asof_join_audit.csv;regime_slice_report.csv;regime_revision_policy_receipt.json,source_timestamp;source_sha256;timezone;revision_policy;asof_join;future_join_block,regime scaffold must pass run337K review before execution,false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_06_002,regime,usd_regime_asof_source_audit_blueprint_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/economic_regime_asof_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/economic_regime_asof_join_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/economic_regime_package_review.csv,source_name;source_uri_or_path;source_timestamp;source_sha256;timezone;revision_policy,regime_source_inventory.csv;regime_asof_join_audit.csv;regime_slice_report.csv;regime_revision_policy_receipt.json,source_timestamp;source_sha256;timezone;revision_policy;asof_join;future_join_block,regime scaffold must pass run337K review before execution,false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_06_003,regime,rate_regime_asof_source_audit_blueprint_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/economic_regime_asof_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/economic_regime_asof_join_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/economic_regime_package_review.csv,source_name;source_uri_or_path;source_timestamp;source_sha256;timezone;revision_policy,regime_source_inventory.csv;regime_asof_join_audit.csv;regime_slice_report.csv;regime_revision_policy_receipt.json,source_timestamp;source_sha256;timezone;revision_policy;asof_join;future_join_block,regime scaffold must pass run337K review before execution,false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_06_004,regime,adx_regime_runtime_source_audit_blueprint_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/economic_regime_asof_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/economic_regime_asof_join_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/economic_regime_package_review.csv,source_name;source_uri_or_path;source_timestamp;source_sha256;timezone;revision_policy,regime_source_inventory.csv;regime_asof_join_audit.csv;regime_slice_report.csv;regime_revision_policy_receipt.json,source_timestamp;source_sha256;timezone;revision_policy;asof_join;future_join_block,regime scaffold must pass run337K review before execution,false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_06_005,regime,volatility_regime_runtime_source_audit_blueprint_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/economic_regime_asof_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/economic_regime_asof_join_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/economic_regime_package_review.csv,source_name;source_uri_or_path;source_timestamp;source_sha256;timezone;revision_policy,regime_source_inventory.csv;regime_asof_join_audit.csv;regime_slice_report.csv;regime_revision_policy_receipt.json,source_timestamp;source_sha256;timezone;revision_policy;asof_join;future_join_block,regime scaffold must pass run337K review before execution,false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_06_006,regime,session_month_hour_slices_source_audit_blueprint_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/economic_regime_asof_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/economic_regime_asof_join_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/economic_regime_package_review.csv,source_name;source_uri_or_path;source_timestamp;source_sha256;timezone;revision_policy,regime_source_inventory.csv;regime_asof_join_audit.csv;regime_slice_report.csv;regime_revision_policy_receipt.json,source_timestamp;source_sha256;timezone;revision_policy;asof_join;future_join_block,regime scaffold must pass run337K review before execution,false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_07_001,runtime,m48_bal_rf_runtime_probe_blueprint_v1_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/runtime_probe_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/runtime_probe_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/runtime_package_review.csv,EA entrypoint;include module hash;model/ONNX spec;adapter manifest;feature order;set file;tester ini;handoff snapshot,proxy expected;MT5 observed;row-level difference;usability decision,EA_hash;ONNX_or_model_spec;adapter_manifest;feature_order;set_file;tester_ini;handoff;tester_outputs,"any runtime output, timestamp basis, feature order hash, or trade ledger",false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_07_002,runtime,m48_plain_rf_runtime_probe_blueprint_v1_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/runtime_probe_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/runtime_probe_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/runtime_package_review.csv,EA entrypoint;include module hash;model/ONNX spec;adapter manifest;feature order;set file;tester ini;handoff snapshot,proxy expected;MT5 observed;row-level difference;usability decision,EA_hash;ONNX_or_model_spec;adapter_manifest;feature_order;set_file;tester_ini;handoff;tester_outputs,"any runtime output, timestamp basis, feature order hash, or trade ledger",false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_07_003,runtime,u42_bal_rf_runtime_probe_blueprint_v1_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/runtime_probe_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/runtime_probe_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/runtime_package_review.csv,EA entrypoint;include module hash;model/ONNX spec;adapter manifest;feature order;set file;tester ini;handoff snapshot,proxy expected;MT5 observed;row-level difference;usability decision,EA_hash;ONNX_or_model_spec;adapter_manifest;feature_order;set_file;tester_ini;handoff;tester_outputs,"any runtime output, timestamp basis, feature order hash, or trade ledger",false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_07_004,runtime,u42_plain_rf_runtime_probe_blueprint_v1_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/runtime_probe_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/runtime_probe_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/runtime_package_review.csv,EA entrypoint;include module hash;model/ONNX spec;adapter manifest;feature order;set file;tester ini;handoff snapshot,proxy expected;MT5 observed;row-level difference;usability decision,EA_hash;ONNX_or_model_spec;adapter_manifest;feature_order;set_file;tester_ini;handoff;tester_outputs,"any runtime output, timestamp basis, feature order hash, or trade ledger",false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_07_005,runtime,core56_refresh_candidate_runtime_probe_blueprint_v1_package_spec,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/runtime_probe_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/runtime_probe_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/runtime_package_review.csv,EA entrypoint;include module hash;model/ONNX spec;adapter manifest;feature order;set file;tester ini;handoff snapshot,proxy expected;MT5 observed;row-level difference;usability decision,EA_hash;ONNX_or_model_spec;adapter_manifest;feature_order;set_file;tester_ini;handoff;tester_outputs,"any runtime output, timestamp basis, feature order hash, or trade ledger",false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_08_001,claim_boundary,model_training,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/claim_guard_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/claim_guard_blocker_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/claim_guard_package_review.csv,training queue or model fit opens before package review,runner_scaffold_manifest;preflight_checklist;claim_boundary_receipt,blocked_claims;execution_flags_closed;stop_claim_response;no_goal_achieve,stop_claim_and_route_to_repair_or_runtime_evidence_review,false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_08_002,claim_boundary,mt5_execution,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/claim_guard_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/claim_guard_blocker_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/claim_guard_package_review.csv,MT5 tester execution opens before package review,runner_scaffold_manifest;preflight_checklist;claim_boundary_receipt,blocked_claims;execution_flags_closed;stop_claim_response;no_goal_achieve,stop_claim_and_route_to_repair_or_runtime_evidence_review,false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_08_003,claim_boundary,threshold_retune,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/claim_guard_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/claim_guard_blocker_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/claim_guard_package_review.csv,score threshold changes without predeclared later training packet,runner_scaffold_manifest;preflight_checklist;claim_boundary_receipt,blocked_claims;execution_flags_closed;stop_claim_response;no_goal_achieve,stop_claim_and_route_to_repair_or_runtime_evidence_review,false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_08_004,claim_boundary,lot_optimization,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/claim_guard_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/claim_guard_blocker_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/claim_guard_package_review.csv,lot logic changes or lot-only improvement is used,runner_scaffold_manifest;preflight_checklist;claim_boundary_receipt,blocked_claims;execution_flags_closed;stop_claim_response;no_goal_achieve,stop_claim_and_route_to_repair_or_runtime_evidence_review,false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_08_005,claim_boundary,forward_pocket_filtering,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/claim_guard_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/claim_guard_blocker_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/claim_guard_package_review.csv,forward pocket is used as a selection filter,runner_scaffold_manifest;preflight_checklist;claim_boundary_receipt,blocked_claims;execution_flags_closed;stop_claim_response;no_goal_achieve,stop_claim_and_route_to_repair_or_runtime_evidence_review,false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_08_006,claim_boundary,candidate_selection,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/claim_guard_runner_scaffold.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337H/claim_guard_blocker_package_spec.csv,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337I/claim_guard_package_review.csv,candidate is selected from package specs,runner_scaffold_manifest;preflight_checklist;claim_boundary_receipt,blocked_claims;execution_flags_closed;stop_claim_response;no_goal_achieve,stop_claim_and_route_to_repair_or_runtime_evidence_review,false,schema_scaffold_only_no_execution,false,false,false,false,false,blocked_until_run337K_review_and_future_execution_packet,run337K_review_runner_scaffolds_v1,model_training;mt5_execution;threshold_retune;lot_optimization;forward_pocket_filtering;candidate_selection;Forward_Passed;Forward_Failed;live_readiness;deployment;operating_promotion;runtime_authority;Goal_Achieve,research_development_only_stage337J_runner_scaffold_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
