run_id,split,entry_hour_utc,cash_phase,adx_bucket,candidate_signal_bars,blocked_signal_bars_current,block_rate,reintroduced_signal_bars_if_block_min_40,reintroduced_signal_bars_if_block_min_42,evidence_boundary(근거 경계),effect(효과),claim_boundary(주장 경계)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,17,cash_open_to_midday(현금장 초중반),current_to_40,21,21,1.0,21,21,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,16,first_30m_after_open(개장 후 30분),42_to_45,19,19,1.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,18,cash_open_to_midday(현금장 초중반),42_to_45,19,19,1.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,20,cash_late(현금장 후반),42_to_45,13,13,1.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,20,cash_late(현금장 후반),gte45,13,13,1.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,19,cash_open_to_midday(현금장 초중반),40_to_42,11,11,1.0,0,11,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,19,cash_open_to_midday(현금장 초중반),gte45,11,11,1.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,19,cash_late(현금장 후반),40_to_42,9,9,1.0,0,9,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,19,cash_open_to_midday(현금장 초중반),42_to_45,9,9,1.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,17,first_30m_after_open(개장 후 30분),gte45,8,8,1.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,19,cash_late(현금장 후반),gte45,8,8,1.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,18,cash_open_to_midday(현금장 초중반),current_to_40,6,6,1.0,6,6,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,20,cash_late(현금장 후반),40_to_42,6,6,1.0,0,6,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,21,cash_late(현금장 후반),42_to_45,6,6,1.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,19,cash_late(현금장 후반),42_to_45,5,5,1.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,16,first_30m_after_open(개장 후 30분),40_to_42,3,3,1.0,0,3,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,17,first_30m_after_open(개장 후 30분),40_to_42,3,3,1.0,0,3,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,20,cash_late(현금장 후반),current_to_40,3,3,1.0,3,3,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,21,cash_late(현금장 후반),40_to_42,3,3,1.0,0,3,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,22,cash_late(현금장 후반),gte45,3,3,1.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,17,first_30m_after_open(개장 후 30분),current_to_40,2,2,1.0,2,2,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,19,cash_late(현금장 후반),current_to_40,2,2,1.0,2,2,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,19,cash_open_to_midday(현금장 초중반),current_to_40,2,2,1.0,2,2,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,21,cash_late(현금장 후반),current_to_40,2,2,1.0,2,2,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,16,first_30m_after_open(개장 후 30분),current_to_40,1,1,1.0,1,1,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,17,first_30m_after_open(개장 후 30분),42_to_45,1,1,1.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,18,cash_late(현금장 후반),40_to_42,1,1,1.0,0,1,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,18,cash_late(현금장 후반),gte45,1,1,1.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,22,cash_late(현금장 후반),42_to_45,1,1,1.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,17,cash_open_to_midday(현금장 초중반),lt30,509,0,0.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,18,cash_open_to_midday(현금장 초중반),lt30,415,0,0.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,20,cash_late(현금장 후반),lt30,252,0,0.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,21,cash_late(현금장 후반),lt30,204,0,0.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,16,first_30m_after_open(개장 후 30분),lt30,176,0,0.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,19,cash_open_to_midday(현금장 초중반),lt30,168,0,0.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,17,cash_open_to_midday(현금장 초중반),30_to_current,162,0,0.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,19,cash_late(현금장 후반),lt30,135,0,0.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,18,cash_open_to_midday(현금장 초중반),30_to_current,112,0,0.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,16,first_30m_after_open(개장 후 30분),30_to_current,73,0,0.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,17,first_30m_after_open(개장 후 30분),lt30,44,0,0.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,19,cash_open_to_midday(현금장 초중반),30_to_current,40,0,0.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,20,cash_late(현금장 후반),30_to_current,34,0,0.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,21,cash_late(현금장 후반),30_to_current,27,0,0.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,17,first_30m_after_open(개장 후 30분),30_to_current,18,0,0.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,19,cash_late(현금장 후반),30_to_current,18,0,0.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,22,cash_late(현금장 후반),lt30,14,0,0.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,18,cash_late(현금장 후반),lt30,13,0,0.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,16,cash_open_to_midday(현금장 초중반),30_to_current,7,0,0.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,16,cash_open_to_midday(현금장 초중반),lt30,7,0,0.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,18,cash_late(현금장 후반),30_to_current,2,0,0.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,validation,22,cash_late(현금장 후반),30_to_current,1,0,0.0,0,0,bar_signal_attribution_not_trade_count(봉 신호 귀속이며 거래수 아님),which sessions lost density under ADX filtering(ADX 필터로 밀도가 줄어든 세션 확인),research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
