manifest_id,branch_id,dimension,rank_use,forward_decision_use,diagnostic_use,old_proxy_value_allowed,required_rebuild_grain,acceptance_evidence,score_input_allowlist,forbidden_use,claim_boundary
offense_m48_plain_density_quality_seed__proxy_exclusion_long_short_attribution,offense_m48_plain_density_quality_seed,long_short_attribution,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__proxy_exclusion_lot_normalized_result,offense_m48_plain_density_quality_seed,lot_normalized_result,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__proxy_exclusion_max_drawdown,offense_m48_plain_density_quality_seed,max_drawdown,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__proxy_exclusion_net_profit,offense_m48_plain_density_quality_seed,net_profit,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__proxy_exclusion_profit_factor,offense_m48_plain_density_quality_seed,profit_factor,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__proxy_exclusion_recovery_factor,offense_m48_plain_density_quality_seed,recovery_factor,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__proxy_exclusion_session_hour_regime,offense_m48_plain_density_quality_seed,session_hour_regime,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__proxy_exclusion_spread_slippage_stress,offense_m48_plain_density_quality_seed,spread_slippage_stress,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__proxy_exclusion_trades_per_day,offense_m48_plain_density_quality_seed,trades_per_day,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__proxy_exclusion_underwater_stretch,offense_m48_plain_density_quality_seed,underwater_stretch,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__proxy_exclusion_overall_proxy_scout,offense_m48_plain_density_quality_seed,overall_proxy_scout,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__score_input_allowlist,offense_m48_plain_density_quality_seed,overall_scoring,predeclared_only_after_review,blocked,allowed_with_boundary,false,predeclared non-forward-pocket feature family;Tier A and Tier B records;runtime identity,future run must publish scoring feature list before seeing forward result,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,threshold_retune;lot_optimization;calendar_forward_pocket_filter,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__proxy_exclusion_curve_pocket,offense_cost_buffer_feature_interaction_seed,curve_pocket,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__proxy_exclusion_expectancy,offense_cost_buffer_feature_interaction_seed,expectancy,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__proxy_exclusion_long_short_attribution,offense_cost_buffer_feature_interaction_seed,long_short_attribution,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__proxy_exclusion_lot_normalized_result,offense_cost_buffer_feature_interaction_seed,lot_normalized_result,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__proxy_exclusion_max_drawdown,offense_cost_buffer_feature_interaction_seed,max_drawdown,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__proxy_exclusion_net_profit,offense_cost_buffer_feature_interaction_seed,net_profit,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__proxy_exclusion_profit_factor,offense_cost_buffer_feature_interaction_seed,profit_factor,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__proxy_exclusion_recovery_factor,offense_cost_buffer_feature_interaction_seed,recovery_factor,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__proxy_exclusion_session_hour_regime,offense_cost_buffer_feature_interaction_seed,session_hour_regime,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__proxy_exclusion_spread_slippage_stress,offense_cost_buffer_feature_interaction_seed,spread_slippage_stress,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__proxy_exclusion_trades_per_day,offense_cost_buffer_feature_interaction_seed,trades_per_day,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__proxy_exclusion_underwater_stretch,offense_cost_buffer_feature_interaction_seed,underwater_stretch,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__proxy_exclusion_overall_proxy_scout,offense_cost_buffer_feature_interaction_seed,overall_proxy_scout,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__score_input_allowlist,offense_cost_buffer_feature_interaction_seed,overall_scoring,predeclared_only_after_review,blocked,allowed_with_boundary,false,predeclared non-forward-pocket feature family;Tier A and Tier B records;runtime identity,future run must publish scoring feature list before seeing forward result,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,threshold_retune;lot_optimization;calendar_forward_pocket_filter,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__proxy_exclusion_curve_pocket,runtime_parity_probe_bridge_contract,curve_pocket,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__proxy_exclusion_expectancy,runtime_parity_probe_bridge_contract,expectancy,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__proxy_exclusion_long_short_attribution,runtime_parity_probe_bridge_contract,long_short_attribution,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__proxy_exclusion_lot_normalized_result,runtime_parity_probe_bridge_contract,lot_normalized_result,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__proxy_exclusion_max_drawdown,runtime_parity_probe_bridge_contract,max_drawdown,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__proxy_exclusion_net_profit,runtime_parity_probe_bridge_contract,net_profit,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__proxy_exclusion_profit_factor,runtime_parity_probe_bridge_contract,profit_factor,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__proxy_exclusion_recovery_factor,runtime_parity_probe_bridge_contract,recovery_factor,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__proxy_exclusion_session_hour_regime,runtime_parity_probe_bridge_contract,session_hour_regime,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__proxy_exclusion_spread_slippage_stress,runtime_parity_probe_bridge_contract,spread_slippage_stress,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__proxy_exclusion_trades_per_day,runtime_parity_probe_bridge_contract,trades_per_day,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__proxy_exclusion_underwater_stretch,runtime_parity_probe_bridge_contract,underwater_stretch,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__proxy_exclusion_overall_proxy_scout,runtime_parity_probe_bridge_contract,overall_proxy_scout,blocked,blocked,allowed_with_boundary,false,branch;attempt;bar;trade,fresh branch-grain metric plus MT5 comparison before rank use,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,retrofit_proxy_to_mt5_profit;selection_use_before_review;Forward_decision_from_proxy,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__score_input_allowlist,runtime_parity_probe_bridge_contract,overall_scoring,predeclared_only_after_review,blocked,allowed_with_boundary,false,predeclared non-forward-pocket feature family;Tier A and Tier B records;runtime identity,future run must publish scoring feature list before seeing forward result,predeclared_feature_family_only;fresh_branch_grain_metric_after_review,threshold_retune;lot_optimization;calendar_forward_pocket_filter,research_development_only_stage336B_constraint_bound_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
