review_id,blueprint_family,source_id,branch_id,subject,missing_fields,coverage_review,forbidden_shortcut_review,order_or_use_review,review_decision,next_required_scaffold,claim_boundary
defense_direction_symmetry_negative_control__ADX__regime_review,regime,defense_direction_symmetry_negative_control__ADX,defense_direction_symmetry_negative_control,ADX,,passed,passed,passed,accepted_regime_attribution_scaffold_required,ADX_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
defense_direction_symmetry_negative_control__VIX__regime_review,regime,defense_direction_symmetry_negative_control__VIX,defense_direction_symmetry_negative_control,VIX,,passed,passed,passed,accepted_regime_attribution_scaffold_required,VIX_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
defense_direction_symmetry_negative_control__USD__regime_review,regime,defense_direction_symmetry_negative_control__USD,defense_direction_symmetry_negative_control,USD,,passed,passed,passed,accepted_regime_attribution_scaffold_required,USD_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
defense_direction_symmetry_negative_control__rate__regime_review,regime,defense_direction_symmetry_negative_control__rate,defense_direction_symmetry_negative_control,rate,,passed,passed,passed,accepted_regime_attribution_scaffold_required,rate_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__session__regime_review,regime,offense_m48_plain_density_quality_seed__session,offense_m48_plain_density_quality_seed,session,,passed,passed,passed,accepted_regime_attribution_scaffold_required,session_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__hour__regime_review,regime,offense_m48_plain_density_quality_seed__hour,offense_m48_plain_density_quality_seed,hour,,passed,passed,passed,accepted_regime_attribution_scaffold_required,hour_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__month__regime_review,regime,offense_m48_plain_density_quality_seed__month,offense_m48_plain_density_quality_seed,month,,passed,passed,passed,accepted_regime_attribution_scaffold_required,month_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__volatility__regime_review,regime,offense_m48_plain_density_quality_seed__volatility,offense_m48_plain_density_quality_seed,volatility,,passed,passed,passed,accepted_regime_attribution_scaffold_required,volatility_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__ADX__regime_review,regime,offense_m48_plain_density_quality_seed__ADX,offense_m48_plain_density_quality_seed,ADX,,passed,passed,passed,accepted_regime_attribution_scaffold_required,ADX_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__VIX__regime_review,regime,offense_m48_plain_density_quality_seed__VIX,offense_m48_plain_density_quality_seed,VIX,,passed,passed,passed,accepted_regime_attribution_scaffold_required,VIX_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__USD__regime_review,regime,offense_m48_plain_density_quality_seed__USD,offense_m48_plain_density_quality_seed,USD,,passed,passed,passed,accepted_regime_attribution_scaffold_required,USD_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_m48_plain_density_quality_seed__rate__regime_review,regime,offense_m48_plain_density_quality_seed__rate,offense_m48_plain_density_quality_seed,rate,,passed,passed,passed,accepted_regime_attribution_scaffold_required,rate_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__session__regime_review,regime,offense_cost_buffer_feature_interaction_seed__session,offense_cost_buffer_feature_interaction_seed,session,,passed,passed,passed,accepted_regime_attribution_scaffold_required,session_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__hour__regime_review,regime,offense_cost_buffer_feature_interaction_seed__hour,offense_cost_buffer_feature_interaction_seed,hour,,passed,passed,passed,accepted_regime_attribution_scaffold_required,hour_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__month__regime_review,regime,offense_cost_buffer_feature_interaction_seed__month,offense_cost_buffer_feature_interaction_seed,month,,passed,passed,passed,accepted_regime_attribution_scaffold_required,month_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__volatility__regime_review,regime,offense_cost_buffer_feature_interaction_seed__volatility,offense_cost_buffer_feature_interaction_seed,volatility,,passed,passed,passed,accepted_regime_attribution_scaffold_required,volatility_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__ADX__regime_review,regime,offense_cost_buffer_feature_interaction_seed__ADX,offense_cost_buffer_feature_interaction_seed,ADX,,passed,passed,passed,accepted_regime_attribution_scaffold_required,ADX_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__VIX__regime_review,regime,offense_cost_buffer_feature_interaction_seed__VIX,offense_cost_buffer_feature_interaction_seed,VIX,,passed,passed,passed,accepted_regime_attribution_scaffold_required,VIX_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__USD__regime_review,regime,offense_cost_buffer_feature_interaction_seed__USD,offense_cost_buffer_feature_interaction_seed,USD,,passed,passed,passed,accepted_regime_attribution_scaffold_required,USD_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_cost_buffer_feature_interaction_seed__rate__regime_review,regime,offense_cost_buffer_feature_interaction_seed__rate,offense_cost_buffer_feature_interaction_seed,rate,,passed,passed,passed,accepted_regime_attribution_scaffold_required,rate_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__session__regime_review,regime,runtime_parity_probe_bridge_contract__session,runtime_parity_probe_bridge_contract,session,,passed,passed,passed,accepted_regime_attribution_scaffold_required,session_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__hour__regime_review,regime,runtime_parity_probe_bridge_contract__hour,runtime_parity_probe_bridge_contract,hour,,passed,passed,passed,accepted_regime_attribution_scaffold_required,hour_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__month__regime_review,regime,runtime_parity_probe_bridge_contract__month,runtime_parity_probe_bridge_contract,month,,passed,passed,passed,accepted_regime_attribution_scaffold_required,month_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__volatility__regime_review,regime,runtime_parity_probe_bridge_contract__volatility,runtime_parity_probe_bridge_contract,volatility,,passed,passed,passed,accepted_regime_attribution_scaffold_required,volatility_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__ADX__regime_review,regime,runtime_parity_probe_bridge_contract__ADX,runtime_parity_probe_bridge_contract,ADX,,passed,passed,passed,accepted_regime_attribution_scaffold_required,ADX_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__VIX__regime_review,regime,runtime_parity_probe_bridge_contract__VIX,runtime_parity_probe_bridge_contract,VIX,,passed,passed,passed,accepted_regime_attribution_scaffold_required,VIX_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__USD__regime_review,regime,runtime_parity_probe_bridge_contract__USD,runtime_parity_probe_bridge_contract,USD,,passed,passed,passed,accepted_regime_attribution_scaffold_required,USD_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_parity_probe_bridge_contract__rate__regime_review,regime,runtime_parity_probe_bridge_contract__rate,runtime_parity_probe_bridge_contract,rate,,passed,passed,passed,accepted_regime_attribution_scaffold_required,rate_slice_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
tier_a_separate_record__tier_review,tier_integrity,tier_a_separate_record,cross_branch_data_integrity,Tier A separate,,passed,passed,passed,accepted_tier_no_lookahead_scaffold_required,tier_a_separate_record_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
tier_b_separate_or_fallback_record__tier_review,tier_integrity,tier_b_separate_or_fallback_record,cross_branch_data_integrity,Tier B separate or fallback used,,passed,passed,passed,accepted_tier_no_lookahead_scaffold_required,tier_b_separate_or_fallback_record_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
actual_routed_total_record__tier_review,tier_integrity,actual_routed_total_record,cross_branch_data_integrity,Tier A+B actual routed total,,passed,passed,passed,accepted_tier_no_lookahead_scaffold_required,actual_routed_total_record_runner,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
threshold_lot_freeze_manifest__tier_review,tier_integrity,threshold_lot_freeze_manifest,cross_branch_data_integrity,cross_branch_execution_freeze,,passed,passed,passed,accepted_tier_no_lookahead_scaffold_required,threshold_lot_freeze_manifest_builder,research_development_only_stage336G_execution_blueprint_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
