plan_source,plan_id,branch_id,gate_or_slice_id,schema_name,required_measurement,bucket_policy,required_metrics,allowed_use,forbidden_use,future_runner_blueprint,future_output_table_name,execution_order,source_schema_sha256,predeclared_use,result_status,mt5_execution_status,claim_boundary
lot_normalized,offense_cost_buffer_feature_interaction_seed__lot_normalized_gate,offense_cost_buffer_feature_interaction_seed,lot_normalized_gate,lot_normalized,lot-normalized net;expectancy;DD;cost stress,,,attribution_and_failure_memory_only,lot_optimization,lot_normalized_gate_runner,offense_cost_buffer_feature_interaction_seed__lot_normalized_gate_table,before_any_branch_comparison,ae7b77c7cae29a3e73bef250e1dff398c4294799d5f863b480ca5fe3924bf40b,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
lot_normalized,runtime_parity_probe_bridge_contract__lot_normalized_gate,runtime_parity_probe_bridge_contract,lot_normalized_gate,lot_normalized,lot-normalized net;expectancy;DD;cost stress,,,attribution_and_failure_memory_only,lot_optimization,lot_normalized_gate_runner,runtime_parity_probe_bridge_contract__lot_normalized_gate_table,before_any_branch_comparison,ae7b77c7cae29a3e73bef250e1dff398c4294799d5f863b480ca5fe3924bf40b,no_after_result_filtering,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,repair_proxy_exclusion_handoff_contract__session,repair_proxy_exclusion_handoff_contract,session,ny_session_bucket,,predeclare cash/open/mid/close/off-session buckets without using forward result,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,session_slice_runner,repair_proxy_exclusion_handoff_contract__session_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,repair_proxy_exclusion_handoff_contract__hour,repair_proxy_exclusion_handoff_contract,hour,broker_hour_and_ny_hour,,report every hour; no after-result profitable hour filter,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,hour_slice_runner,repair_proxy_exclusion_handoff_contract__hour_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,repair_proxy_exclusion_handoff_contract__month,repair_proxy_exclusion_handoff_contract,month,calendar_month,,report month only for attribution; do not drop known weak calendar pocket,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,month_slice_runner,repair_proxy_exclusion_handoff_contract__month_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,repair_proxy_exclusion_handoff_contract__volatility,repair_proxy_exclusion_handoff_contract,volatility,atr_hv_quantile,,use predeclared quantile labels from training/reference window only,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,volatility_slice_runner,repair_proxy_exclusion_handoff_contract__volatility_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,repair_proxy_exclusion_handoff_contract__ADX,repair_proxy_exclusion_handoff_contract,ADX,adx_strength_bucket,,weak/medium/strong trend buckets must be reported for all branches,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,ADX_slice_runner,repair_proxy_exclusion_handoff_contract__ADX_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,repair_proxy_exclusion_handoff_contract__VIX,repair_proxy_exclusion_handoff_contract,VIX,vix_level_or_change_bucket,,risk proxy slice must remain diagnostic until fresh MT5 comparison,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,VIX_slice_runner,repair_proxy_exclusion_handoff_contract__VIX_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,repair_proxy_exclusion_handoff_contract__USD,repair_proxy_exclusion_handoff_contract,USD,usdx_change_or_zscore_bucket,,USD regime must not be selected after seeing branch PnL,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,USD_slice_runner,repair_proxy_exclusion_handoff_contract__USD_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,repair_proxy_exclusion_handoff_contract__rate,repair_proxy_exclusion_handoff_contract,rate,us10yr_change_or_zscore_bucket,,rate regime must remain attribution only unless separately validated,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,rate_slice_runner,repair_proxy_exclusion_handoff_contract__rate_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,defense_cost_curve_underwater_gate__session,defense_cost_curve_underwater_gate,session,ny_session_bucket,,predeclare cash/open/mid/close/off-session buckets without using forward result,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,session_slice_runner,defense_cost_curve_underwater_gate__session_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,defense_cost_curve_underwater_gate__hour,defense_cost_curve_underwater_gate,hour,broker_hour_and_ny_hour,,report every hour; no after-result profitable hour filter,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,hour_slice_runner,defense_cost_curve_underwater_gate__hour_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,defense_cost_curve_underwater_gate__month,defense_cost_curve_underwater_gate,month,calendar_month,,report month only for attribution; do not drop known weak calendar pocket,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,month_slice_runner,defense_cost_curve_underwater_gate__month_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,defense_cost_curve_underwater_gate__volatility,defense_cost_curve_underwater_gate,volatility,atr_hv_quantile,,use predeclared quantile labels from training/reference window only,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,volatility_slice_runner,defense_cost_curve_underwater_gate__volatility_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,defense_cost_curve_underwater_gate__ADX,defense_cost_curve_underwater_gate,ADX,adx_strength_bucket,,weak/medium/strong trend buckets must be reported for all branches,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,ADX_slice_runner,defense_cost_curve_underwater_gate__ADX_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,defense_cost_curve_underwater_gate__VIX,defense_cost_curve_underwater_gate,VIX,vix_level_or_change_bucket,,risk proxy slice must remain diagnostic until fresh MT5 comparison,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,VIX_slice_runner,defense_cost_curve_underwater_gate__VIX_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,defense_cost_curve_underwater_gate__USD,defense_cost_curve_underwater_gate,USD,usdx_change_or_zscore_bucket,,USD regime must not be selected after seeing branch PnL,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,USD_slice_runner,defense_cost_curve_underwater_gate__USD_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,defense_cost_curve_underwater_gate__rate,defense_cost_curve_underwater_gate,rate,us10yr_change_or_zscore_bucket,,rate regime must remain attribution only unless separately validated,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,rate_slice_runner,defense_cost_curve_underwater_gate__rate_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,defense_direction_symmetry_negative_control__session,defense_direction_symmetry_negative_control,session,ny_session_bucket,,predeclare cash/open/mid/close/off-session buckets without using forward result,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,session_slice_runner,defense_direction_symmetry_negative_control__session_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,defense_direction_symmetry_negative_control__hour,defense_direction_symmetry_negative_control,hour,broker_hour_and_ny_hour,,report every hour; no after-result profitable hour filter,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,hour_slice_runner,defense_direction_symmetry_negative_control__hour_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,defense_direction_symmetry_negative_control__month,defense_direction_symmetry_negative_control,month,calendar_month,,report month only for attribution; do not drop known weak calendar pocket,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,month_slice_runner,defense_direction_symmetry_negative_control__month_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,defense_direction_symmetry_negative_control__volatility,defense_direction_symmetry_negative_control,volatility,atr_hv_quantile,,use predeclared quantile labels from training/reference window only,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,volatility_slice_runner,defense_direction_symmetry_negative_control__volatility_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,defense_direction_symmetry_negative_control__ADX,defense_direction_symmetry_negative_control,ADX,adx_strength_bucket,,weak/medium/strong trend buckets must be reported for all branches,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,ADX_slice_runner,defense_direction_symmetry_negative_control__ADX_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,defense_direction_symmetry_negative_control__VIX,defense_direction_symmetry_negative_control,VIX,vix_level_or_change_bucket,,risk proxy slice must remain diagnostic until fresh MT5 comparison,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,VIX_slice_runner,defense_direction_symmetry_negative_control__VIX_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,defense_direction_symmetry_negative_control__USD,defense_direction_symmetry_negative_control,USD,usdx_change_or_zscore_bucket,,USD regime must not be selected after seeing branch PnL,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,USD_slice_runner,defense_direction_symmetry_negative_control__USD_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,defense_direction_symmetry_negative_control__rate,defense_direction_symmetry_negative_control,rate,us10yr_change_or_zscore_bucket,,rate regime must remain attribution only unless separately validated,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,rate_slice_runner,defense_direction_symmetry_negative_control__rate_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,offense_m48_plain_density_quality_seed__session,offense_m48_plain_density_quality_seed,session,ny_session_bucket,,predeclare cash/open/mid/close/off-session buckets without using forward result,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,session_slice_runner,offense_m48_plain_density_quality_seed__session_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,offense_m48_plain_density_quality_seed__hour,offense_m48_plain_density_quality_seed,hour,broker_hour_and_ny_hour,,report every hour; no after-result profitable hour filter,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,hour_slice_runner,offense_m48_plain_density_quality_seed__hour_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,offense_m48_plain_density_quality_seed__month,offense_m48_plain_density_quality_seed,month,calendar_month,,report month only for attribution; do not drop known weak calendar pocket,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,month_slice_runner,offense_m48_plain_density_quality_seed__month_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,offense_m48_plain_density_quality_seed__volatility,offense_m48_plain_density_quality_seed,volatility,atr_hv_quantile,,use predeclared quantile labels from training/reference window only,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,volatility_slice_runner,offense_m48_plain_density_quality_seed__volatility_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice,offense_m48_plain_density_quality_seed__ADX,offense_m48_plain_density_quality_seed,ADX,adx_strength_bucket,,weak/medium/strong trend buckets must be reported for all branches,trade_count;net_profit;profit_factor;expectancy;max_drawdown;recovery_factor;time_under_water;long_short_split,attribution_and_failure_memory_only,pick_profitable_slice_after_result;direct_forward_pocket_filter,ADX_slice_runner,offense_m48_plain_density_quality_seed__ADX_slice_table,after_runtime_probe_before_any_forward_or_selection_claim,d94c3dec2ca3eccd8bbe36140c14112905207e96747ca9108da7084e1143e9b8,attribution_only_no_slice_selection,pending_run336K_runtime_probe_or_block,not_run_in_run336J,research_development_only_stage336J_proxy_mt5_probe_input_materialization_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
