run_id,stage_id,lane,status,judgment,path,notes,family,primary_report,run_number,date,decision,parent_run_id,next_run_id,rows,gate_passes,gate_total,claim_boundary,report_path,trained_models,onnx_parity,best_proxy,candidate_rows,positive_proxy_rows,best_model_id,best_proxy_net,attempt_rows,feature_matrix_rows,runtime_completed_rows,matched_rows,mismatch_rows,positive_net_rows,best_net_profit,best_profit_factor,operating_ready_rows,run_date,primary_artifact,candidate_model_id,net_profit,profit_factor,drawdown,recovery_factor,trade_count,result_status,sample_rows,feature_count,expectancy,attempt_count,view,tier,metric_scope,source_package_run_id,scoreboard_lane,external_verification_status,trade_density_per_feature_day,trade_density_requirement_status,result_judgment,final_decision_path,gate_audit_path,created_at,probability_parity_pass_rows,ledger_row_id,subrun_id,record_view,tier_scope,kpi_scope,primary_kpi,guardrail_kpi,model_variants,selected_surfaces,runtime_attempt_rows,work_family,max_drawdown_amount,long_trade_count,short_trade_count,row_id,evidence_boundary,next_action,question,artifact_count,created_at_utc,required_gate_audit,runtime_authority,operating_promotion,run_family,run_type,input_run_id,output_path,result_path,selected_net_profit,selected_profit_factor,selected_trade_density,goal_achieve,source_authority,trade_density,expected_net_profit,expected_profit_factor,expected_trade_count,expected_trade_density,expected_estimated_mt5_density,scaled_density_estimate,max_drawdown_percent,strict_joint_pass_count
run50AB_nfab_c12_h06_s300l210_a_logreg_deep_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AB/nfab_c12_h06_s300l210_a,"mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=1440;tier_b_fallback_allowed_subtypes=[""B_core_only"",""B_mixed_partial_context""];tier_b_fallback_filtered_out_rows=10958;no_tier_labelable_rows=12011;validation_a_only_net_profit=136.22;validation_a_only_pf=1.07;validation_b_only_net_profit=-88.22;validation_b_only_pf=0.04;validation_net_profit=136.22;validation_pf=1.07;validation_b_fallback_used=0;oos_a_only_net_profit=-12.03;oos_a_only_pf=0.99;oos_b_only_net_profit=-1.35;oos_b_only_pf=0.92;oos_net_profit=-12.03;oos_pf=0.99;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50AB_nfab_c12_h06_s300l210_b_logreg_deep_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AB/nfab_c12_h06_s300l210_b,"mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_tier_b_fallback;routing_mode=tier_a_primary_tier_b_fallback;tier_b_fallback_rows=1440;tier_b_fallback_allowed_subtypes=[""B_core_only"",""B_mixed_partial_context""];tier_b_fallback_filtered_out_rows=10958;no_tier_labelable_rows=12011;validation_a_only_net_profit=136.22;validation_a_only_pf=1.07;validation_b_only_net_profit=-88.22;validation_b_only_pf=0.04;validation_net_profit=85.14;validation_pf=1.04;validation_b_fallback_used=240;oos_a_only_net_profit=-12.03;oos_a_only_pf=0.99;oos_b_only_net_profit=-1.35;oos_b_only_pf=0.92;oos_net_profit=-111.75;oos_pf=0.93;oos_b_fallback_used=252;external_verification=completed;boundary=runtime_probe_only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50AB_stage56_cooldown12_density_repair_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,stage56_reopen_optimization_campaign,completed,in_progress_no_selected_research_baseline,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AB_reopen_batch.md,variant_count=6;selected_research_baseline=none;stage56_remains_open=1;boundary=research_baseline_selection_only_no_operating_claim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50AC_nfac_c12_h08_s260l170_lvol_a_logreg_deep_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AC/nfac_c12_h08_s260l170_lvol_a,"mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=1440;tier_b_fallback_allowed_subtypes=[""B_core_only"",""B_mixed_partial_context""];tier_b_fallback_filtered_out_rows=10958;no_tier_labelable_rows=12011;validation_a_only_net_profit=21.07;validation_a_only_pf=1.01;validation_b_only_net_profit=-495.38;validation_b_only_pf=0.01;validation_net_profit=21.07;validation_pf=1.01;validation_b_fallback_used=0;oos_a_only_net_profit=414.56;oos_a_only_pf=1.31;oos_b_only_net_profit=4.41;oos_b_only_pf=1.24;oos_net_profit=414.56;oos_pf=1.31;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50AC_nfac_c12_h08_s260l170_lvol_b_logreg_deep_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AC/nfac_c12_h08_s260l170_lvol_b,"mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_tier_b_fallback;routing_mode=tier_a_primary_tier_b_fallback;tier_b_fallback_rows=1440;tier_b_fallback_allowed_subtypes=[""B_core_only"",""B_mixed_partial_context""];tier_b_fallback_filtered_out_rows=10958;no_tier_labelable_rows=12011;validation_a_only_net_profit=21.07;validation_a_only_pf=1.01;validation_b_only_net_profit=-495.38;validation_b_only_pf=0.01;validation_net_profit=23.4;validation_pf=1.01;validation_b_fallback_used=240;oos_a_only_net_profit=414.56;oos_a_only_pf=1.31;oos_b_only_net_profit=4.41;oos_b_only_pf=1.24;oos_net_profit=312.41;oos_pf=1.23;oos_b_fallback_used=252;external_verification=completed;boundary=runtime_probe_only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50AC_nfac_c12_h08_s240l150_lvol_a_logreg_deep_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AC/nfac_c12_h08_s240l150_lvol_a,"mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=1440;tier_b_fallback_allowed_subtypes=[""B_core_only"",""B_mixed_partial_context""];tier_b_fallback_filtered_out_rows=10958;no_tier_labelable_rows=12011;validation_a_only_net_profit=21.07;validation_a_only_pf=1.01;validation_b_only_net_profit=-495.38;validation_b_only_pf=0.01;validation_net_profit=21.07;validation_pf=1.01;validation_b_fallback_used=0;oos_a_only_net_profit=414.56;oos_a_only_pf=1.31;oos_b_only_net_profit=4.41;oos_b_only_pf=1.24;oos_net_profit=414.56;oos_pf=1.31;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50AC_nfac_c12_h08_s240l150_lvol_b_logreg_deep_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AC/nfac_c12_h08_s240l150_lvol_b,"mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_tier_b_fallback;routing_mode=tier_a_primary_tier_b_fallback;tier_b_fallback_rows=1440;tier_b_fallback_allowed_subtypes=[""B_core_only"",""B_mixed_partial_context""];tier_b_fallback_filtered_out_rows=10958;no_tier_labelable_rows=12011;validation_a_only_net_profit=21.07;validation_a_only_pf=1.01;validation_b_only_net_profit=-495.38;validation_b_only_pf=0.01;validation_net_profit=23.4;validation_pf=1.01;validation_b_fallback_used=240;oos_a_only_net_profit=414.56;oos_a_only_pf=1.31;oos_b_only_net_profit=4.41;oos_b_only_pf=1.24;oos_net_profit=312.41;oos_pf=1.23;oos_b_fallback_used=252;external_verification=completed;boundary=runtime_probe_only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50AC_nfac_c12_h08_s260l170_ladx2025_a_logreg_deep_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AC/nfac_c12_h08_s260l170_ladx2025_a,"mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=1440;tier_b_fallback_allowed_subtypes=[""B_core_only"",""B_mixed_partial_context""];tier_b_fallback_filtered_out_rows=10958;no_tier_labelable_rows=12011;validation_a_only_net_profit=-491.75;validation_a_only_pf=0.59;validation_b_only_net_profit=-495.19;validation_b_only_pf=0.01;validation_net_profit=-491.75;validation_pf=0.59;validation_b_fallback_used=0;oos_a_only_net_profit=45.12;oos_a_only_pf=1.03;oos_b_only_net_profit=-10.82;oos_b_only_pf=0.63;oos_net_profit=45.12;oos_pf=1.03;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50AC_nfac_c12_h08_s260l170_ladx2025_b_logreg_deep_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AC/nfac_c12_h08_s260l170_ladx2025_b,"mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_tier_b_fallback;routing_mode=tier_a_primary_tier_b_fallback;tier_b_fallback_rows=1440;tier_b_fallback_allowed_subtypes=[""B_core_only"",""B_mixed_partial_context""];tier_b_fallback_filtered_out_rows=10958;no_tier_labelable_rows=12011;validation_a_only_net_profit=-491.75;validation_a_only_pf=0.59;validation_b_only_net_profit=-495.19;validation_b_only_pf=0.01;validation_net_profit=-5.53;validation_pf=1;validation_b_fallback_used=240;oos_a_only_net_profit=45.12;oos_a_only_pf=1.03;oos_b_only_net_profit=-10.82;oos_b_only_pf=0.63;oos_net_profit=20.83;oos_pf=1.01;oos_b_fallback_used=252;external_verification=completed;boundary=runtime_probe_only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50AC_nfac_c12_h08_s260l170_ldown_a_logreg_deep_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AC/nfac_c12_h08_s260l170_ldown_a,"mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=1440;tier_b_fallback_allowed_subtypes=[""B_core_only"",""B_mixed_partial_context""];tier_b_fallback_filtered_out_rows=10958;no_tier_labelable_rows=12011;validation_a_only_net_profit=-347.29;validation_a_only_pf=0.71;validation_b_only_net_profit=-467.86;validation_b_only_pf=0.02;validation_net_profit=-347.29;validation_pf=0.71;validation_b_fallback_used=0;oos_a_only_net_profit=86.68;oos_a_only_pf=1.12;oos_b_only_net_profit=-10.54;oos_b_only_pf=0.36;oos_net_profit=86.68;oos_pf=1.12;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50AC_nfac_c12_h08_s260l170_ldown_b_logreg_deep_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AC/nfac_c12_h08_s260l170_ldown_b,"mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_tier_b_fallback;routing_mode=tier_a_primary_tier_b_fallback;tier_b_fallback_rows=1440;tier_b_fallback_allowed_subtypes=[""B_core_only"",""B_mixed_partial_context""];tier_b_fallback_filtered_out_rows=10958;no_tier_labelable_rows=12011;validation_a_only_net_profit=-347.29;validation_a_only_pf=0.71;validation_b_only_net_profit=-467.86;validation_b_only_pf=0.02;validation_net_profit=-359.59;validation_pf=0.7;validation_b_fallback_used=240;oos_a_only_net_profit=86.68;oos_a_only_pf=1.12;oos_b_only_net_profit=-10.54;oos_b_only_pf=0.36;oos_net_profit=64.82;oos_pf=1.08;oos_b_fallback_used=252;external_verification=completed;boundary=runtime_probe_only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50AC_stage56_cooldown12_regime_firewall_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,stage56_reopen_optimization_campaign,blocked,in_progress_no_selected_research_baseline,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AC_reopen_batch.md,variant_count=8;selected_research_baseline=none;stage56_remains_open=1;boundary=research_baseline_selection_only_no_operating_claim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50AD_lv26a_logreg_deep_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AD/lv26a,"mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=1440;tier_b_fallback_allowed_subtypes=[""B_core_only"",""B_mixed_partial_context""];tier_b_fallback_filtered_out_rows=10958;no_tier_labelable_rows=12011;validation_a_only_net_profit=21.07;validation_a_only_pf=1.01;validation_b_only_net_profit=-495.38;validation_b_only_pf=0.01;validation_net_profit=21.07;validation_pf=1.01;validation_b_fallback_used=0;oos_a_only_net_profit=414.56;oos_a_only_pf=1.31;oos_b_only_net_profit=4.41;oos_b_only_pf=1.24;oos_net_profit=414.56;oos_pf=1.31;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50AD_lv26b_logreg_deep_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AD/lv26b,"mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_tier_b_fallback;routing_mode=tier_a_primary_tier_b_fallback;tier_b_fallback_rows=1440;tier_b_fallback_allowed_subtypes=[""B_core_only"",""B_mixed_partial_context""];tier_b_fallback_filtered_out_rows=10958;no_tier_labelable_rows=12011;validation_a_only_net_profit=21.07;validation_a_only_pf=1.01;validation_b_only_net_profit=-495.38;validation_b_only_pf=0.01;validation_net_profit=23.4;validation_pf=1.01;validation_b_fallback_used=240;oos_a_only_net_profit=414.56;oos_a_only_pf=1.31;oos_b_only_net_profit=4.41;oos_b_only_pf=1.24;oos_net_profit=312.41;oos_pf=1.23;oos_b_fallback_used=252;external_verification=completed;boundary=runtime_probe_only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50AD_lv24a_logreg_deep_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AD/lv24a,"mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=1440;tier_b_fallback_allowed_subtypes=[""B_core_only"",""B_mixed_partial_context""];tier_b_fallback_filtered_out_rows=10958;no_tier_labelable_rows=12011;validation_a_only_net_profit=21.07;validation_a_only_pf=1.01;validation_b_only_net_profit=-495.38;validation_b_only_pf=0.01;validation_net_profit=21.07;validation_pf=1.01;validation_b_fallback_used=0;oos_a_only_net_profit=414.56;oos_a_only_pf=1.31;oos_b_only_net_profit=4.41;oos_b_only_pf=1.24;oos_net_profit=414.56;oos_pf=1.31;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50AD_lv24b_logreg_deep_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AD/lv24b,"mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_tier_b_fallback;routing_mode=tier_a_primary_tier_b_fallback;tier_b_fallback_rows=1440;tier_b_fallback_allowed_subtypes=[""B_core_only"",""B_mixed_partial_context""];tier_b_fallback_filtered_out_rows=10958;no_tier_labelable_rows=12011;validation_a_only_net_profit=21.07;validation_a_only_pf=1.01;validation_b_only_net_profit=-495.38;validation_b_only_pf=0.01;validation_net_profit=23.4;validation_pf=1.01;validation_b_fallback_used=240;oos_a_only_net_profit=414.56;oos_a_only_pf=1.31;oos_b_only_net_profit=4.41;oos_b_only_pf=1.24;oos_net_profit=312.41;oos_pf=1.23;oos_b_fallback_used=252;external_verification=completed;boundary=runtime_probe_only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50AD_ax26a_logreg_deep_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AD/ax26a,"mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=1440;tier_b_fallback_allowed_subtypes=[""B_core_only"",""B_mixed_partial_context""];tier_b_fallback_filtered_out_rows=10958;no_tier_labelable_rows=12011;validation_a_only_net_profit=-491.75;validation_a_only_pf=0.59;validation_b_only_net_profit=-495.19;validation_b_only_pf=0.01;validation_net_profit=-491.75;validation_pf=0.59;validation_b_fallback_used=0;oos_a_only_net_profit=45.12;oos_a_only_pf=1.03;oos_b_only_net_profit=-10.82;oos_b_only_pf=0.63;oos_net_profit=45.12;oos_pf=1.03;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50AD_ax26b_logreg_deep_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AD/ax26b,"mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_tier_b_fallback;routing_mode=tier_a_primary_tier_b_fallback;tier_b_fallback_rows=1440;tier_b_fallback_allowed_subtypes=[""B_core_only"",""B_mixed_partial_context""];tier_b_fallback_filtered_out_rows=10958;no_tier_labelable_rows=12011;validation_a_only_net_profit=-491.75;validation_a_only_pf=0.59;validation_b_only_net_profit=-495.19;validation_b_only_pf=0.01;validation_net_profit=-5.53;validation_pf=1;validation_b_fallback_used=240;oos_a_only_net_profit=45.12;oos_a_only_pf=1.03;oos_b_only_net_profit=-10.82;oos_b_only_pf=0.63;oos_net_profit=20.83;oos_pf=1.01;oos_b_fallback_used=252;external_verification=completed;boundary=runtime_probe_only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50AD_dn26a_logreg_deep_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AD/dn26a,"mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=1440;tier_b_fallback_allowed_subtypes=[""B_core_only"",""B_mixed_partial_context""];tier_b_fallback_filtered_out_rows=10958;no_tier_labelable_rows=12011;validation_a_only_net_profit=-347.29;validation_a_only_pf=0.71;validation_b_only_net_profit=-467.86;validation_b_only_pf=0.02;validation_net_profit=-347.29;validation_pf=0.71;validation_b_fallback_used=0;oos_a_only_net_profit=86.68;oos_a_only_pf=1.12;oos_b_only_net_profit=-10.54;oos_b_only_pf=0.36;oos_net_profit=86.68;oos_pf=1.12;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50AD_dn26b_logreg_deep_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AD/dn26b,"mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_tier_b_fallback;routing_mode=tier_a_primary_tier_b_fallback;tier_b_fallback_rows=1440;tier_b_fallback_allowed_subtypes=[""B_core_only"",""B_mixed_partial_context""];tier_b_fallback_filtered_out_rows=10958;no_tier_labelable_rows=12011;validation_a_only_net_profit=-347.29;validation_a_only_pf=0.71;validation_b_only_net_profit=-467.86;validation_b_only_pf=0.02;validation_net_profit=-359.59;validation_pf=0.7;validation_b_fallback_used=240;oos_a_only_net_profit=86.68;oos_a_only_pf=1.12;oos_b_only_net_profit=-10.54;oos_b_only_pf=0.36;oos_net_profit=64.82;oos_pf=1.08;oos_b_fallback_used=252;external_verification=completed;boundary=runtime_probe_only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50AD_stage56_c12_rf_path_repair_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,stage56_reopen_optimization_campaign,completed,in_progress_no_selected_research_baseline,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AD_reopen_batch.md,variant_count=8;selected_research_baseline=none;stage56_remains_open=1;boundary=research_baseline_selection_only_no_operating_claim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50AE_c06a_logreg_deep_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/c06a,"mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=1440;tier_b_fallback_allowed_subtypes=[""B_core_only"",""B_mixed_partial_context""];tier_b_fallback_filtered_out_rows=10958;no_tier_labelable_rows=12011;validation_a_only_net_profit=-121.9;validation_a_only_pf=0.96;validation_b_only_net_profit=-495.15;validation_b_only_pf=0.01;validation_net_profit=-121.9;validation_pf=0.96;validation_b_fallback_used=0;oos_a_only_net_profit=333.23;oos_a_only_pf=1.18;oos_b_only_net_profit=56.07;oos_b_only_pf=5.9;oos_net_profit=333.23;oos_pf=1.18;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run50AE_c06b_logreg_deep_v1,56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/c06b,"mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_tier_b_fallback;routing_mode=tier_a_primary_tier_b_fallback;tier_b_fallback_rows=1440;tier_b_fallback_allowed_subtypes=[""B_core_only"",""B_mixed_partial_context""];tier_b_fallback_filtered_out_rows=10958;no_tier_labelable_rows=12011;validation_a_only_net_profit=-121.9;validation_a_only_pf=0.96;validation_b_only_net_profit=-495.15;validation_b_only_pf=0.01;validation_net_profit=-125.69;validation_pf=0.95;validation_b_fallback_used=240;oos_a_only_net_profit=333.23;oos_a_only_pf=1.18;oos_b_only_net_profit=56.07;oos_b_only_pf=5.9;oos_net_profit=262.13;oos_pf=1.14;oos_b_fallback_used=252;external_verification=completed;boundary=runtime_probe_only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
