artifact_id,artifact_type,path,file_exists_review,hash_review,registry_run_binding_review,review_decision,claim_boundary
run336H_materialize_constraint_bound_runner_scaffolds_v1__proxy_mt5_difference_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/proxy_mt5_difference_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__regime_slice_schema_matrix,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/regime_slice_schema_matrix.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__repair_proxy_exclusion_handoff_contract__handoff_identity_diff_template,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/repair_proxy_exclusion_handoff_contract__handoff_identity_diff_template.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__repair_proxy_exclusion_handoff_contract__proxy_null_rank_validator,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/repair_proxy_exclusion_handoff_contract__proxy_null_rank_validator.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__repair_proxy_exclusion_handoff_contract__same_bar_repair_identity_manifest_builder,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/repair_proxy_exclusion_handoff_contract__same_bar_repair_identity_manifest_builder.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__required_gate_coverage_audit,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/required_gate_coverage_audit.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__result_judgment,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/result_judgment.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__result_judgment_receipt,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/result_judgment_receipt.json,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__row_level_parity_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/row_level_parity_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__run336I_review_queue,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/run336I_review_queue.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__run_manifest,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/run_manifest.json,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__runtime_identity_manifest_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/runtime_identity_manifest_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__runtime_parity_probe_bridge_contract__proxy_mt5_diff_table_builder,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/runtime_parity_probe_bridge_contract__proxy_mt5_diff_table_builder.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__runtime_parity_probe_bridge_contract__row_level_parity_schema_builder,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/runtime_parity_probe_bridge_contract__row_level_parity_schema_builder.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__runtime_parity_probe_bridge_contract__runtime_handoff_manifest_builder,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/runtime_parity_probe_bridge_contract__runtime_handoff_manifest_builder.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__runtime_parity_probe_bridge_contract__tester_telemetry_manifest_validator,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/runtime_parity_probe_bridge_contract__tester_telemetry_manifest_validator.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__runtime_parity_receipt,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/runtime_parity_receipt.json,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__scaffold_index,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/scaffold_index.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__scaffold_manifest,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/scaffold_manifest.json,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__threshold_lot_freeze_manifest_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/threshold_lot_freeze_manifest_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__tier_pair_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/tier_pair_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__trade_density_target_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/trade_density_target_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__underwater_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/underwater_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__usability_decision_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/usability_decision_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__run336H_runner_scaffolds,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/03_reviews/run336H_runner_scaffolds.md,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__selection_status,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/04_selected/selection_status.md,passed,passed_mutable_state_doc_successor_update,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_output_registry_binding_schema,output_registry_binding_schema,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/output_registry_binding_schema.csv,passed,passed,passed,accepted_output_registry_binding_schema,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
