protocol_id,branch_id,branch_name,metric_id,metric_family,required_runtime_source,extraction_method,comparison_dimensions_from_run335F,branch_specific_acceptance_rule,no_retune_rule,lookahead_guard,selection_eligible,claim_boundary
run335F_design_guarded_branch_probe_protocols_v1__cp322a_exact_blocker_control,run335C_b07_cp322a_exact_blocker_control,cp322a_exact_blocker_control,trade_ledger,runtime_trade_identity,run335K MT5 HTML report deal/trade table,parse_or_reconcile_mt5_report_summary_with_trade_ledger,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,Do not filter after seeing profit; only join predeclared branch axes.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_curve_drawdown_interaction_guard,run335C_b08_cost_curve_drawdown_interaction_guard,cost_curve_drawdown_interaction_guard,trade_ledger,runtime_trade_identity,run335K MT5 HTML report deal/trade table,parse_or_reconcile_mt5_report_summary_with_trade_ledger,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,Do not filter after seeing profit; only join predeclared branch axes.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_curve_drawdown_interaction_guard,run335C_b08_cost_curve_drawdown_interaction_guard,cost_curve_drawdown_interaction_guard,cost_stress,spread_slippage_stress,trade_ledger_with_side_volume_entry_exit_profit,parse_trade_ledger_then_apply_predeclared_spread_slippage_grid,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,No stress grid picked after outcomes.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_curve_drawdown_interaction_guard,run335C_b08_cost_curve_drawdown_interaction_guard,cost_curve_drawdown_interaction_guard,curve_pocket,curve_quality,trade_ledger_or_structured_equity_curve,order_closed_trades_then_compute_predeclared_rolling_curve_and_underwater_windows,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,No direct forward pocket exclusion.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_curve_drawdown_interaction_guard,run335C_b08_cost_curve_drawdown_interaction_guard,cost_curve_drawdown_interaction_guard,underwater_stretch,drawdown_path,trade_ledger_or_structured_equity_curve,order_closed_trades_then_compute_predeclared_rolling_curve_and_underwater_windows,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,No stopping after favorable recovery only.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_curve_drawdown_interaction_guard,run335C_b08_cost_curve_drawdown_interaction_guard,cost_curve_drawdown_interaction_guard,lot_normalized,position_size_normalization,trade ledger executed volume plus report profit,parse_or_reconcile_mt5_report_summary_with_trade_ledger,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,No lot change or scale fitting.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__regime_direction_interaction_guard,run335C_b09_regime_direction_interaction_guard,regime_direction_interaction_guard,trade_ledger,runtime_trade_identity,run335K MT5 HTML report deal/trade table,parse_or_reconcile_mt5_report_summary_with_trade_ledger,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,Do not filter after seeing profit; only join predeclared branch axes.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__regime_direction_interaction_guard,run335C_b09_regime_direction_interaction_guard,regime_direction_interaction_guard,session_hour_regime,regime_attribution,trade_ledger_plus_runtime_telemetry_plus_feature_matrix,join_trade_entry_time_to_telemetry_and_predeclared_feature_regime_bins,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,No calendar or regime exclusion after seeing results.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__regime_direction_interaction_guard,run335C_b09_regime_direction_interaction_guard,regime_direction_interaction_guard,direction_attribution,long_short_attribution,trade_ledger_side_field,group_parsed_trade_ledger_by_long_short_and_combined_total,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,"No side drop, side flip, or side-specific threshold retune.",false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__regime_direction_interaction_guard,run335C_b09_regime_direction_interaction_guard,regime_direction_interaction_guard,curve_pocket,curve_quality,trade_ledger_or_structured_equity_curve,order_closed_trades_then_compute_predeclared_rolling_curve_and_underwater_windows,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,No direct forward pocket exclusion.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,subject_boundary,negative_control,run335D_payloads_run335F_protocols_run335K_runtime_identity,compare_branch_subject_to_report_model_set_identity_and_reject_mismatches,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,No positive inference from mismatched subject.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,runtime_identity,runtime_parity,run335L_parity_summary_and_run335K_handoff_manifest,reuse_run335L_row_level_parity_and_handoff_hashes,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,"No silent handoff, threshold, or feature-order change.",false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,direction_attribution,long_short_attribution,trade_ledger_side_field,group_parsed_trade_ledger_by_long_short_and_combined_total,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,"No side drop, side flip, or side-specific threshold retune.",false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,subject_boundary,negative_control,run335D_payloads_run335F_protocols_run335K_runtime_identity,compare_branch_subject_to_report_model_set_identity_and_reject_mismatches,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,No positive inference from mismatched subject.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,trade_ledger,runtime_trade_identity,run335K MT5 HTML report deal/trade table,parse_or_reconcile_mt5_report_summary_with_trade_ledger,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,Do not filter after seeing profit; only join predeclared branch axes.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,headline_kpi,profitability_and_risk,MT5 report summary plus parsed trade ledger,parse_or_reconcile_mt5_report_summary_with_trade_ledger,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,"No threshold, lot, or side change after KPI is seen.",false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,curve_pocket,curve_quality,trade_ledger_or_structured_equity_curve,order_closed_trades_then_compute_predeclared_rolling_curve_and_underwater_windows,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,No direct forward pocket exclusion.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__null_adjacent_period_control,run335C_b11_null_adjacent_period_control,null_adjacent_period_control,session_hour_regime,regime_attribution,trade_ledger_plus_runtime_telemetry_plus_feature_matrix,join_trade_entry_time_to_telemetry_and_predeclared_feature_regime_bins,"[""net_profit"", ""profit_factor"", ""max_drawdown"", ""trades_per_day"", ""expectancy"", ""recovery_factor"", ""curve_pocket"", ""underwater_stretch"", ""lot_normalized_result"", ""spread_slippage_stress"", ""session_hour_regime"", ""long_short_attribution""]",metric_value_must_vary_by_branch_or_be_explicitly_identity_wide; repeated_aggregate_proxy_is_context_only,model_threshold_lot_risk_stop_target_feature_order_and_handoff_remain_fixed,No calendar or regime exclusion after seeing results.,false,research_development_only_stage335M_branch_specific_runtime_metric_extraction_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
